codigo_municipio,nome_municipio_ibge,uf,chave_nome_uf
4121604,Renascença,PR,Renascença (PR)
4121703,Reserva,PR,Reserva (PR)
4121752,Reserva do Iguaçu,PR,Reserva do Iguaçu (PR)
4121802,Ribeirão Claro,PR,Ribeirão Claro (PR)
4121901,Ribeirão do Pinhal,PR,Ribeirão do Pinhal (PR)
4122008,Rio Azul,PR,Rio Azul (PR)
4122107,Rio Bom,PR,Rio Bom (PR)
4122156,Rio Bonito do Iguaçu,PR,Rio Bonito do Iguaçu (PR)
4122172,Rio Branco do Ivaí,PR,Rio Branco do Ivaí (PR)
4122206,Rio Branco do Sul,PR,Rio Branco do Sul (PR)
4122305,Rio Negro,PR,Rio Negro (PR)
4122404,Rolândia,PR,Rolândia (PR)
4122503,Roncador,PR,Roncador (PR)
4122602,Rondon,PR,Rondon (PR)
4122651,Rosário do Ivaí,PR,Rosário do Ivaí (PR)
4122701,Sabáudia,PR,Sabáudia (PR)
4122800,Salgado Filho,PR,Salgado Filho (PR)
4122909,Salto do Itararé,PR,Salto do Itararé (PR)
4123006,Salto do Lontra,PR,Salto do Lontra (PR)
4123105,Santa Amélia,PR,Santa Amélia (PR)
4123204,Santa Cecília do Pavão,PR,Santa Cecília do Pavão (PR)
4123303,Santa Cruz de Monte Castelo,PR,Santa Cruz de Monte Castelo (PR)
4123402,Santa Fé,PR,Santa Fé (PR)
4123501,Santa Helena,PR,Santa Helena (PR)
4123600,Santa Inês,PR,Santa Inês (PR)
4123709,Santa Isabel do Ivaí,PR,Santa Isabel do Ivaí (PR)
4123808,Santa Izabel do Oeste,PR,Santa Izabel do Oeste (PR)
4123824,Santa Lúcia,PR,Santa Lúcia (PR)
4123857,Santa Maria do Oeste,PR,Santa Maria do Oeste (PR)
4123907,Santa Mariana,PR,Santa Mariana (PR)
4123956,Santa Mônica,PR,Santa Mônica (PR)
4124004,Santana do Itararé,PR,Santana do Itararé (PR)
4124020,Santa Tereza do Oeste,PR,Santa Tereza do Oeste (PR)
4124053,Santa Terezinha de Itaipu,PR,Santa Terezinha de Itaipu (PR)
4124103,Santo Antônio da Platina,PR,Santo Antônio da Platina (PR)
4124202,Santo Antônio do Caiuá,PR,Santo Antônio do Caiuá (PR)
4124301,Santo Antônio do Paraíso,PR,Santo Antônio do Paraíso (PR)
4124400,Santo Antônio do Sudoeste,PR,Santo Antônio do Sudoeste (PR)
4124509,Santo Inácio,PR,Santo Inácio (PR)
4124608,São Carlos do Ivaí,PR,São Carlos do Ivaí (PR)
4124707,São Jerônimo da Serra,PR,São Jerônimo da Serra (PR)
4124806,São João,PR,São João (PR)
4124905,São João do Caiuá,PR,São João do Caiuá (PR)
4125001,São João do Ivaí,PR,São João do Ivaí (PR)
4125100,São João do Triunfo,PR,São João do Triunfo (PR)
4125209,São Jorge d'Oeste,PR,São Jorge d'Oeste (PR)
4125308,São Jorge do Ivaí,PR,São Jorge do Ivaí (PR)
4125357,São Jorge do Patrocínio,PR,São Jorge do Patrocínio (PR)
4125407,São José da Boa Vista,PR,São José da Boa Vista (PR)
4125456,São José das Palmeiras,PR,São José das Palmeiras (PR)
4125506,São José dos Pinhais,PR,São José dos Pinhais (PR)
4125555,São Manoel do Paraná,PR,São Manoel do Paraná (PR)
4125605,São Mateus do Sul,PR,São Mateus do Sul (PR)
4125704,São Miguel do Iguaçu,PR,São Miguel do Iguaçu (PR)
4125753,São Pedro do Iguaçu,PR,São Pedro do Iguaçu (PR)
4125803,São Pedro do Ivaí,PR,São Pedro do Ivaí (PR)
4125902,São Pedro do Paraná,PR,São Pedro do Paraná (PR)
4126009,São Sebastião da Amoreira,PR,São Sebastião da Amoreira (PR)
4126108,São Tomé,PR,São Tomé (PR)
4126207,Sapopema,PR,Sapopema (PR)
4126256,Sarandi,PR,Sarandi (PR)
4126272,Saudade do Iguaçu,PR,Saudade do Iguaçu (PR)
4126306,Sengés,PR,Sengés (PR)
4126355,Serranópolis do Iguaçu,PR,Serranópolis do Iguaçu (PR)
4126405,Sertaneja,PR,Sertaneja (PR)
4126504,Sertanópolis,PR,Sertanópolis (PR)
4126603,Siqueira Campos,PR,Siqueira Campos (PR)
4126652,Sulina,PR,Sulina (PR)
4126678,Tamarana,PR,Tamarana (PR)
4126702,Tamboara,PR,Tamboara (PR)
4126801,Tapejara,PR,Tapejara (PR)
4126900,Tapira,PR,Tapira (PR)
4127007,Teixeira Soares,PR,Teixeira Soares (PR)
4127106,Telêmaco Borba,PR,Telêmaco Borba (PR)
4127205,Terra Boa,PR,Terra Boa (PR)
4127304,Terra Rica,PR,Terra Rica (PR)
4127403,Terra Roxa,PR,Terra Roxa (PR)
4127502,Tibagi,PR,Tibagi (PR)
4127601,Tijucas do Sul,PR,Tijucas do Sul (PR)
4127700,Toledo,PR,Toledo (PR)
4127809,Tomazina,PR,Tomazina (PR)
4127858,Três Barras do Paraná,PR,Três Barras do Paraná (PR)
4127882,Tunas do Paraná,PR,Tunas do Paraná (PR)
4127908,Tuneiras do Oeste,PR,Tuneiras do Oeste (PR)
4127957,Tupãssi,PR,Tupãssi (PR)
4127965,Turvo,PR,Turvo (PR)
4128005,Ubiratã,PR,Ubiratã (PR)
4128104,Umuarama,PR,Umuarama (PR)
4128203,União da Vitória,PR,União da Vitória (PR)
4128302,Uniflor,PR,Uniflor (PR)
4128401,Uraí,PR,Uraí (PR)
4128500,Wenceslau Braz,PR,Wenceslau Braz (PR)
4128534,Ventania,PR,Ventania (PR)
4128559,Vera Cruz do Oeste,PR,Vera Cruz do Oeste (PR)
4128609,Verê,PR,Verê (PR)
4128625,Alto Paraíso,PR,Alto Paraíso (PR)
4128633,Doutor Ulysses,PR,Doutor Ulysses (PR)
4128658,Virmond,PR,Virmond (PR)
4128708,Vitorino,PR,Vitorino (PR)
4128807,Xambrê,PR,Xambrê (PR)
4200051,Abdon Batista,SC,Abdon Batista (SC)
4200101,Abelardo Luz,SC,Abelardo Luz (SC)
4200200,Agrolândia,SC,Agrolândia (SC)
4200309,Agronômica,SC,Agronômica (SC)
4200408,Água Doce,SC,Água Doce (SC)
4200507,Águas de Chapecó,SC,Águas de Chapecó (SC)
4200556,Águas Frias,SC,Águas Frias (SC)
4200606,Águas Mornas,SC,Águas Mornas (SC)
4200705,Alfredo Wagner,SC,Alfredo Wagner (SC)
4200754,Alto Bela Vista,SC,Alto Bela Vista (SC)
4200804,Anchieta,SC,Anchieta (SC)
4200903,Angelina,SC,Angelina (SC)
4201000,Anita Garibaldi,SC,Anita Garibaldi (SC)
4201109,Anitápolis,SC,Anitápolis (SC)
4201208,Antônio Carlos,SC,Antônio Carlos (SC)
4201257,Apiúna,SC,Apiúna (SC)
4201273,Arabutã,SC,Arabutã (SC)
4201307,Araquari,SC,Araquari (SC)
4201406,Araranguá,SC,Araranguá (SC)
4201505,Armazém,SC,Armazém (SC)
4201604,Arroio Trinta,SC,Arroio Trinta (SC)
4201653,Arvoredo,SC,Arvoredo (SC)
4201703,Ascurra,SC,Ascurra (SC)
4201802,Atalanta,SC,Atalanta (SC)
4201901,Aurora,SC,Aurora (SC)
4201950,Balneário Arroio do Silva,SC,Balneário Arroio do Silva (SC)
4202008,Balneário Camboriú,SC,Balneário Camboriú (SC)
4202057,Balneário Barra do Sul,SC,Balneário Barra do Sul (SC)
4202073,Balneário Gaivota,SC,Balneário Gaivota (SC)
4202081,Bandeirante,SC,Bandeirante (SC)
4202099,Barra Bonita,SC,Barra Bonita (SC)
4202107,Barra Velha,SC,Barra Velha (SC)
4202131,Bela Vista do Toldo,SC,Bela Vista do Toldo (SC)
4202156,Belmonte,SC,Belmonte (SC)
4202206,Benedito Novo,SC,Benedito Novo (SC)
4202305,Biguaçu,SC,Biguaçu (SC)
4202404,Blumenau,SC,Blumenau (SC)
4202438,Bocaina do Sul,SC,Bocaina do Sul (SC)
4202453,Bombinhas,SC,Bombinhas (SC)
4202503,Bom Jardim da Serra,SC,Bom Jardim da Serra (SC)
4202537,Bom Jesus,SC,Bom Jesus (SC)
4202578,Bom Jesus do Oeste,SC,Bom Jesus do Oeste (SC)
4202602,Bom Retiro,SC,Bom Retiro (SC)
4202701,Botuverá,SC,Botuverá (SC)
4202800,Braço do Norte,SC,Braço do Norte (SC)
4202859,Braço do Trombudo,SC,Braço do Trombudo (SC)
4202875,Brunópolis,SC,Brunópolis (SC)
4202909,Brusque,SC,Brusque (SC)
4203006,Caçador,SC,Caçador (SC)
4203105,Caibi,SC,Caibi (SC)
4203154,Calmon,SC,Calmon (SC)
4203204,Camboriú,SC,Camboriú (SC)
4203253,Capão Alto,SC,Capão Alto (SC)
4203303,Campo Alegre,SC,Campo Alegre (SC)
4203402,Campo Belo do Sul,SC,Campo Belo do Sul (SC)
4203501,Campo Erê,SC,Campo Erê (SC)
4203600,Campos Novos,SC,Campos Novos (SC)
4203709,Canelinha,SC,Canelinha (SC)
4203808,Canoinhas,SC,Canoinhas (SC)
4203907,Capinzal,SC,Capinzal (SC)
4203956,Capivari de Baixo,SC,Capivari de Baixo (SC)
4204004,Catanduvas,SC,Catanduvas (SC)
4204103,Caxambu do Sul,SC,Caxambu do Sul (SC)
4204152,Celso Ramos,SC,Celso Ramos (SC)
4204178,Cerro Negro,SC,Cerro Negro (SC)
4204194,Chapadão do Lageado,SC,Chapadão do Lageado (SC)
4204202,Chapecó,SC,Chapecó (SC)
4204251,Cocal do Sul,SC,Cocal do Sul (SC)
4204301,Concórdia,SC,Concórdia (SC)
4204350,Cordilheira Alta,SC,Cordilheira Alta (SC)
4204400,Coronel Freitas,SC,Coronel Freitas (SC)
4204459,Coronel Martins,SC,Coronel Martins (SC)
4204509,Corupá,SC,Corupá (SC)
4204558,Correia Pinto,SC,Correia Pinto (SC)
4204608,Criciúma,SC,Criciúma (SC)
4204707,Cunha Porã,SC,Cunha Porã (SC)
4204756,Cunhataí,SC,Cunhataí (SC)
4204806,Curitibanos,SC,Curitibanos (SC)
4204905,Descanso,SC,Descanso (SC)
4205001,Dionísio Cerqueira,SC,Dionísio Cerqueira (SC)
4205100,Dona Emma,SC,Dona Emma (SC)
4205159,Doutor Pedrinho,SC,Doutor Pedrinho (SC)
4205175,Entre Rios,SC,Entre Rios (SC)
4205191,Ermo,SC,Ermo (SC)
4205209,Erval Velho,SC,Erval Velho (SC)
4205308,Faxinal dos Guedes,SC,Faxinal dos Guedes (SC)
4205357,Flor do Sertão,SC,Flor do Sertão (SC)
4205407,Florianópolis,SC,Florianópolis (SC)
4205431,Formosa do Sul,SC,Formosa do Sul (SC)
4205456,Forquilhinha,SC,Forquilhinha (SC)
4205506,Fraiburgo,SC,Fraiburgo (SC)
4205555,Frei Rogério,SC,Frei Rogério (SC)
4205605,Galvão,SC,Galvão (SC)
4205704,Garopaba,SC,Garopaba (SC)
4205803,Garuva,SC,Garuva (SC)
4205902,Gaspar,SC,Gaspar (SC)
4206009,Governador Celso Ramos,SC,Governador Celso Ramos (SC)
4206108,Grão-Pará,SC,Grão-Pará (SC)
4206207,Gravatal,SC,Gravatal (SC)
4206306,Guabiruba,SC,Guabiruba (SC)
4206405,Guaraciaba,SC,Guaraciaba (SC)
4206504,Guaramirim,SC,Guaramirim (SC)
4206603,Guarujá do Sul,SC,Guarujá do Sul (SC)
4206652,Guatambú,SC,Guatambú (SC)
4206702,Herval d'Oeste,SC,Herval d'Oeste (SC)
4206751,Ibiam,SC,Ibiam (SC)
4206801,Ibicaré,SC,Ibicaré (SC)
4206900,Ibirama,SC,Ibirama (SC)
4207007,Içara,SC,Içara (SC)
4207106,Ilhota,SC,Ilhota (SC)
4207205,Imaruí,SC,Imaruí (SC)
4207304,Imbituba,SC,Imbituba (SC)
4207403,Imbuia,SC,Imbuia (SC)
4207502,Indaial,SC,Indaial (SC)
4207577,Iomerê,SC,Iomerê (SC)
4207601,Ipira,SC,Ipira (SC)
4207650,Iporã do Oeste,SC,Iporã do Oeste (SC)
4207684,Ipuaçu,SC,Ipuaçu (SC)
4207700,Ipumirim,SC,Ipumirim (SC)
4207759,Iraceminha,SC,Iraceminha (SC)
4207809,Irani,SC,Irani (SC)
4207858,Irati,SC,Irati (SC)
4207908,Irineópolis,SC,Irineópolis (SC)
4208005,Itá,SC,Itá (SC)
4208104,Itaiópolis,SC,Itaiópolis (SC)
4208203,Itajaí,SC,Itajaí (SC)
4208302,Itapema,SC,Itapema (SC)
4208401,Itapiranga,SC,Itapiranga (SC)
4208450,Itapoá,SC,Itapoá (SC)
4208500,Ituporanga,SC,Ituporanga (SC)
4208609,Jaborá,SC,Jaborá (SC)
4208708,Jacinto Machado,SC,Jacinto Machado (SC)
4208807,Jaguaruna,SC,Jaguaruna (SC)
4208906,Jaraguá do Sul,SC,Jaraguá do Sul (SC)
4208955,Jardinópolis,SC,Jardinópolis (SC)
4209003,Joaçaba,SC,Joaçaba (SC)
4209102,Joinville,SC,Joinville (SC)
4209151,José Boiteux,SC,José Boiteux (SC)
4209177,Jupiá,SC,Jupiá (SC)
4209201,Lacerdópolis,SC,Lacerdópolis (SC)
4209300,Lages,SC,Lages (SC)
4209409,Laguna,SC,Laguna (SC)
4209458,Lajeado Grande,SC,Lajeado Grande (SC)
4209508,Laurentino,SC,Laurentino (SC)
4209607,Lauro Müller,SC,Lauro Müller (SC)
4209706,Lebon Régis,SC,Lebon Régis (SC)
4209805,Leoberto Leal,SC,Leoberto Leal (SC)
4209854,Lindóia do Sul,SC,Lindóia do Sul (SC)
4209904,Lontras,SC,Lontras (SC)
4210001,Luiz Alves,SC,Luiz Alves (SC)
4210035,Luzerna,SC,Luzerna (SC)
4210050,Macieira,SC,Macieira (SC)
4210100,Mafra,SC,Mafra (SC)
4210209,Major Gercino,SC,Major Gercino (SC)
4210308,Major Vieira,SC,Major Vieira (SC)
4210407,Maracajá,SC,Maracajá (SC)
4210506,Maravilha,SC,Maravilha (SC)
4210555,Marema,SC,Marema (SC)
4210605,Massaranduba,SC,Massaranduba (SC)
4210704,Matos Costa,SC,Matos Costa (SC)
4210803,Meleiro,SC,Meleiro (SC)
4210852,Mirim Doce,SC,Mirim Doce (SC)
4210902,Modelo,SC,Modelo (SC)
4211009,Mondaí,SC,Mondaí (SC)
4211058,Monte Carlo,SC,Monte Carlo (SC)
4211108,Monte Castelo,SC,Monte Castelo (SC)
4211207,Morro da Fumaça,SC,Morro da Fumaça (SC)
4211256,Morro Grande,SC,Morro Grande (SC)
4211306,Navegantes,SC,Navegantes (SC)
4211405,Nova Erechim,SC,Nova Erechim (SC)
4211454,Nova Itaberaba,SC,Nova Itaberaba (SC)
4211504,Nova Trento,SC,Nova Trento (SC)
4211603,Nova Veneza,SC,Nova Veneza (SC)
4211652,Novo Horizonte,SC,Novo Horizonte (SC)
4211702,Orleans,SC,Orleans (SC)
4211751,Otacílio Costa,SC,Otacílio Costa (SC)
4211801,Ouro,SC,Ouro (SC)
4211850,Ouro Verde,SC,Ouro Verde (SC)
4211876,Paial,SC,Paial (SC)
4211892,Painel,SC,Painel (SC)
4211900,Palhoça,SC,Palhoça (SC)
4212007,Palma Sola,SC,Palma Sola (SC)
4212056,Palmeira,SC,Palmeira (SC)
4212106,Palmitos,SC,Palmitos (SC)
4212205,Papanduva,SC,Papanduva (SC)
4212239,Paraíso,SC,Paraíso (SC)
4212254,Passo de Torres,SC,Passo de Torres (SC)
4212270,Passos Maia,SC,Passos Maia (SC)
4212304,Paulo Lopes,SC,Paulo Lopes (SC)
4212403,Pedras Grandes,SC,Pedras Grandes (SC)
4212502,Penha,SC,Penha (SC)
4212601,Peritiba,SC,Peritiba (SC)
4212650,Pescaria Brava,SC,Pescaria Brava (SC)
4212700,Petrolândia,SC,Petrolândia (SC)
4212809,Balneário Piçarras,SC,Balneário Piçarras (SC)
4212908,Pinhalzinho,SC,Pinhalzinho (SC)
4213005,Pinheiro Preto,SC,Pinheiro Preto (SC)
4213104,Piratuba,SC,Piratuba (SC)
4213153,Planalto Alegre,SC,Planalto Alegre (SC)
4213203,Pomerode,SC,Pomerode (SC)
4213302,Ponte Alta,SC,Ponte Alta (SC)
4213351,Ponte Alta do Norte,SC,Ponte Alta do Norte (SC)
4213401,Ponte Serrada,SC,Ponte Serrada (SC)
4213500,Porto Belo,SC,Porto Belo (SC)
4213609,Porto União,SC,Porto União (SC)
4213708,Pouso Redondo,SC,Pouso Redondo (SC)
4213807,Praia Grande,SC,Praia Grande (SC)
4213906,Presidente Castello Branco,SC,Presidente Castello Branco (SC)
4214003,Presidente Getúlio,SC,Presidente Getúlio (SC)
4214102,Presidente Nereu,SC,Presidente Nereu (SC)
4214151,Princesa,SC,Princesa (SC)
4214201,Quilombo,SC,Quilombo (SC)
4214300,Rancho Queimado,SC,Rancho Queimado (SC)
4214409,Rio das Antas,SC,Rio das Antas (SC)
4214508,Rio do Campo,SC,Rio do Campo (SC)
4214607,Rio do Oeste,SC,Rio do Oeste (SC)
4214706,Rio dos Cedros,SC,Rio dos Cedros (SC)
4214805,Rio do Sul,SC,Rio do Sul (SC)
4214904,Rio Fortuna,SC,Rio Fortuna (SC)
4215000,Rio Negrinho,SC,Rio Negrinho (SC)
4215059,Rio Rufino,SC,Rio Rufino (SC)
4215075,Riqueza,SC,Riqueza (SC)
4215109,Rodeio,SC,Rodeio (SC)
4215208,Romelândia,SC,Romelândia (SC)
4215307,Salete,SC,Salete (SC)
4215356,Saltinho,SC,Saltinho (SC)
4215406,Salto Veloso,SC,Salto Veloso (SC)
4215455,Sangão,SC,Sangão (SC)
4215505,Santa Cecília,SC,Santa Cecília (SC)
4215554,Santa Helena,SC,Santa Helena (SC)
4215604,Santa Rosa de Lima,SC,Santa Rosa de Lima (SC)
4215653,Santa Rosa do Sul,SC,Santa Rosa do Sul (SC)
4215679,Santa Terezinha,SC,Santa Terezinha (SC)
4215687,Santa Terezinha do Progresso,SC,Santa Terezinha do Progresso (SC)
4215695,Santiago do Sul,SC,Santiago do Sul (SC)
4215703,Santo Amaro da Imperatriz,SC,Santo Amaro da Imperatriz (SC)
4215752,São Bernardino,SC,São Bernardino (SC)
4215802,São Bento do Sul,SC,São Bento do Sul (SC)
4215901,São Bonifácio,SC,São Bonifácio (SC)
4216008,São Carlos,SC,São Carlos (SC)
4216057,São Cristóvão do Sul,SC,São Cristóvão do Sul (SC)
4216107,São Domingos,SC,São Domingos (SC)
4216206,São Francisco do Sul,SC,São Francisco do Sul (SC)
4216255,São João do Oeste,SC,São João do Oeste (SC)
4216305,São João Batista,SC,São João Batista (SC)
4216354,São João do Itaperiú,SC,São João do Itaperiú (SC)
4216404,São João do Sul,SC,São João do Sul (SC)
4216503,São Joaquim,SC,São Joaquim (SC)
4216602,São José,SC,São José (SC)
4216701,São José do Cedro,SC,São José do Cedro (SC)
4216800,São José do Cerrito,SC,São José do Cerrito (SC)
4216909,São Lourenço do Oeste,SC,São Lourenço do Oeste (SC)
4217006,São Ludgero,SC,São Ludgero (SC)
4217105,São Martinho,SC,São Martinho (SC)
4217154,São Miguel da Boa Vista,SC,São Miguel da Boa Vista (SC)
4217204,São Miguel do Oeste,SC,São Miguel do Oeste (SC)
4217253,São Pedro de Alcântara,SC,São Pedro de Alcântara (SC)
4217303,Saudades,SC,Saudades (SC)
4217402,Schroeder,SC,Schroeder (SC)
4217501,Seara,SC,Seara (SC)
4217550,Serra Alta,SC,Serra Alta (SC)
4217600,Siderópolis,SC,Siderópolis (SC)
4217709,Sombrio,SC,Sombrio (SC)
4217758,Sul Brasil,SC,Sul Brasil (SC)
4217808,Taió,SC,Taió (SC)
4217907,Tangará,SC,Tangará (SC)
4217956,Tigrinhos,SC,Tigrinhos (SC)
4218004,Tijucas,SC,Tijucas (SC)
4218103,Timbé do Sul,SC,Timbé do Sul (SC)
4218202,Timbó,SC,Timbó (SC)
4218251,Timbó Grande,SC,Timbó Grande (SC)
4218301,Três Barras,SC,Três Barras (SC)
4218350,Treviso,SC,Treviso (SC)
4218400,Treze de Maio,SC,Treze de Maio (SC)
4218509,Treze Tílias,SC,Treze Tílias (SC)
4218608,Trombudo Central,SC,Trombudo Central (SC)
4218707,Tubarão,SC,Tubarão (SC)
4218756,Tunápolis,SC,Tunápolis (SC)
4218806,Turvo,SC,Turvo (SC)
4218855,União do Oeste,SC,União do Oeste (SC)
4218905,Urubici,SC,Urubici (SC)
4218954,Urupema,SC,Urupema (SC)
4219002,Urussanga,SC,Urussanga (SC)
4219101,Vargeão,SC,Vargeão (SC)
4219150,Vargem,SC,Vargem (SC)
4219176,Vargem Bonita,SC,Vargem Bonita (SC)
4219200,Vidal Ramos,SC,Vidal Ramos (SC)
4219309,Videira,SC,Videira (SC)
4219358,Vitor Meireles,SC,Vitor Meireles (SC)
4219408,Witmarsum,SC,Witmarsum (SC)
4219507,Xanxerê,SC,Xanxerê (SC)
4219606,Xavantina,SC,Xavantina (SC)
4219705,Xaxim,SC,Xaxim (SC)
4219853,Zortéa,SC,Zortéa (SC)
4220000,Balneário Rincão,SC,Balneário Rincão (SC)
4300034,Aceguá,RS,Aceguá (RS)
4300059,Água Santa,RS,Água Santa (RS)
4300109,Agudo,RS,Agudo (RS)
4300208,Ajuricaba,RS,Ajuricaba (RS)
4300307,Alecrim,RS,Alecrim (RS)
4300406,Alegrete,RS,Alegrete (RS)
4300455,Alegria,RS,Alegria (RS)
4300471,Almirante Tamandaré do Sul,RS,Almirante Tamandaré do Sul (RS)
4300505,Alpestre,RS,Alpestre (RS)
4300554,Alto Alegre,RS,Alto Alegre (RS)
4300570,Alto Feliz,RS,Alto Feliz (RS)
4300604,Alvorada,RS,Alvorada (RS)
4300638,Amaral Ferrador,RS,Amaral Ferrador (RS)
4300646,Ametista do Sul,RS,Ametista do Sul (RS)
4300661,André da Rocha,RS,André da Rocha (RS)
4300703,Anta Gorda,RS,Anta Gorda (RS)
4300802,Antônio Prado,RS,Antônio Prado (RS)
4300851,Arambaré,RS,Arambaré (RS)
4300877,Araricá,RS,Araricá (RS)
4300901,Aratiba,RS,Aratiba (RS)
4301008,Arroio do Meio,RS,Arroio do Meio (RS)
4301057,Arroio do Sal,RS,Arroio do Sal (RS)
4301073,Arroio do Padre,RS,Arroio do Padre (RS)
4301107,Arroio dos Ratos,RS,Arroio dos Ratos (RS)
4301206,Arroio do Tigre,RS,Arroio do Tigre (RS)
4301305,Arroio Grande,RS,Arroio Grande (RS)
4301404,Arvorezinha,RS,Arvorezinha (RS)
4301503,Augusto Pestana,RS,Augusto Pestana (RS)
4301552,Áurea,RS,Áurea (RS)
4301602,Bagé,RS,Bagé (RS)
4301636,Balneário Pinhal,RS,Balneário Pinhal (RS)
4301651,Barão,RS,Barão (RS)
4301701,Barão de Cotegipe,RS,Barão de Cotegipe (RS)
4301750,Barão do Triunfo,RS,Barão do Triunfo (RS)
4301800,Barracão,RS,Barracão (RS)
4301859,Barra do Guarita,RS,Barra do Guarita (RS)
4301875,Barra do Quaraí,RS,Barra do Quaraí (RS)
4301909,Barra do Ribeiro,RS,Barra do Ribeiro (RS)
4301925,Barra do Rio Azul,RS,Barra do Rio Azul (RS)
4301958,Barra Funda,RS,Barra Funda (RS)
4302006,Barros Cassal,RS,Barros Cassal (RS)
4302055,Benjamin Constant do Sul,RS,Benjamin Constant do Sul (RS)
4302105,Bento Gonçalves,RS,Bento Gonçalves (RS)
4302154,Boa Vista das Missões,RS,Boa Vista das Missões (RS)
4302204,Boa Vista do Buricá,RS,Boa Vista do Buricá (RS)
4302220,Boa Vista do Cadeado,RS,Boa Vista do Cadeado (RS)
4302238,Boa Vista do Incra,RS,Boa Vista do Incra (RS)
4302253,Boa Vista do Sul,RS,Boa Vista do Sul (RS)
4302303,Bom Jesus,RS,Bom Jesus (RS)
4302352,Bom Princípio,RS,Bom Princípio (RS)
4302378,Bom Progresso,RS,Bom Progresso (RS)
4302402,Bom Retiro do Sul,RS,Bom Retiro do Sul (RS)
4302451,Boqueirão do Leão,RS,Boqueirão do Leão (RS)
4302501,Bossoroca,RS,Bossoroca (RS)
4302584,Bozano,RS,Bozano (RS)
4302600,Braga,RS,Braga (RS)
4302659,Brochier,RS,Brochier (RS)
4302709,Butiá,RS,Butiá (RS)
4302808,Caçapava do Sul,RS,Caçapava do Sul (RS)
4302907,Cacequi,RS,Cacequi (RS)
4303004,Cachoeira do Sul,RS,Cachoeira do Sul (RS)
4303103,Cachoeirinha,RS,Cachoeirinha (RS)
4303202,Cacique Doble,RS,Cacique Doble (RS)
4303301,Caibaté,RS,Caibaté (RS)
4303400,Caiçara,RS,Caiçara (RS)
4303509,Camaquã,RS,Camaquã (RS)
4303558,Camargo,RS,Camargo (RS)
4303608,Cambará do Sul,RS,Cambará do Sul (RS)
4303673,Campestre da Serra,RS,Campestre da Serra (RS)
4303707,Campina das Missões,RS,Campina das Missões (RS)
4303806,Campinas do Sul,RS,Campinas do Sul (RS)
4303905,Campo Bom,RS,Campo Bom (RS)
4304002,Campo Novo,RS,Campo Novo (RS)
4304101,Campos Borges,RS,Campos Borges (RS)
4304200,Candelária,RS,Candelária (RS)
4304309,Cândido Godói,RS,Cândido Godói (RS)
4304358,Candiota,RS,Candiota (RS)
4304408,Canela,RS,Canela (RS)
4304507,Canguçu,RS,Canguçu (RS)
4304606,Canoas,RS,Canoas (RS)
4304614,Canudos do Vale,RS,Canudos do Vale (RS)
4304622,Capão Bonito do Sul,RS,Capão Bonito do Sul (RS)
4304630,Capão da Canoa,RS,Capão da Canoa (RS)
4304655,Capão do Cipó,RS,Capão do Cipó (RS)
4304663,Capão do Leão,RS,Capão do Leão (RS)
4304671,Capivari do Sul,RS,Capivari do Sul (RS)
4304689,Capela de Santana,RS,Capela de Santana (RS)
4304697,Capitão,RS,Capitão (RS)
4304705,Carazinho,RS,Carazinho (RS)
4304713,Caraá,RS,Caraá (RS)
4304804,Carlos Barbosa,RS,Carlos Barbosa (RS)
4304853,Carlos Gomes,RS,Carlos Gomes (RS)
4304903,Casca,RS,Casca (RS)
4304952,Caseiros,RS,Caseiros (RS)
4305009,Catuípe,RS,Catuípe (RS)
4305108,Caxias do Sul,RS,Caxias do Sul (RS)
4305116,Centenário,RS,Centenário (RS)
4305124,Cerrito,RS,Cerrito (RS)
4305132,Cerro Branco,RS,Cerro Branco (RS)
4305157,Cerro Grande,RS,Cerro Grande (RS)
4305173,Cerro Grande do Sul,RS,Cerro Grande do Sul (RS)
4305207,Cerro Largo,RS,Cerro Largo (RS)
4305306,Chapada,RS,Chapada (RS)
4305355,Charqueadas,RS,Charqueadas (RS)
4305371,Charrua,RS,Charrua (RS)
4305405,Chiapetta,RS,Chiapetta (RS)
4305439,Chuí,RS,Chuí (RS)
4305447,Chuvisca,RS,Chuvisca (RS)
4305454,Cidreira,RS,Cidreira (RS)
4305504,Ciríaco,RS,Ciríaco (RS)
4305587,Colinas,RS,Colinas (RS)
4305603,Colorado,RS,Colorado (RS)
4305702,Condor,RS,Condor (RS)
4305801,Constantina,RS,Constantina (RS)
4305835,Coqueiro Baixo,RS,Coqueiro Baixo (RS)
4305850,Coqueiros do Sul,RS,Coqueiros do Sul (RS)
4305871,Coronel Barros,RS,Coronel Barros (RS)
4305900,Coronel Bicaco,RS,Coronel Bicaco (RS)
4305934,Coronel Pilar,RS,Coronel Pilar (RS)
4305959,Cotiporã,RS,Cotiporã (RS)
4305975,Coxilha,RS,Coxilha (RS)
4306007,Crissiumal,RS,Crissiumal (RS)
4306056,Cristal,RS,Cristal (RS)
4306072,Cristal do Sul,RS,Cristal do Sul (RS)
4306106,Cruz Alta,RS,Cruz Alta (RS)
4306130,Cruzaltense,RS,Cruzaltense (RS)
4306205,Cruzeiro do Sul,RS,Cruzeiro do Sul (RS)
4306304,David Canabarro,RS,David Canabarro (RS)
4306320,Derrubadas,RS,Derrubadas (RS)
