codigo_escola,NO_ENTIDADE,codigo_municipio,rank_municipio,n_escolas_confiaveis_municipio,segmento_comercial,rede_propria_poliedro,enem_media_geral,qtd_participantes_enem,indice_infra,QT_MAT_MED,score_destaque,produto_alvo,enem_media_geral_2024,qtd_participantes_enem_2024,enem_media_2anos,delta_enem_2025_2024
28037863,REDE DE ENSINO LIBERTAR LTDA,2803500,1.0,1,Sem comparação local (poucas escolas na cidade),False,630.867,40.0,5.0,128.0,0.711,Poliedro,611.715737704918,61.0,619.3003960396039,19.151262295082006
52039722,COLEGIO APHONSIANO,5221403,1.0,2,Sem comparação local (poucas escolas na cidade),False,620.7465116279069,43.0,5.0,160.0,0.7108,Poliedro,608.4965714285714,35.0,615.2497435897435,12.24994019933547
23276649,COLEGIO EVOLUCAO,2307304,3.0,7,Desafiante (2º-5º local),False,643.8975,72.0,2.0,195.0,0.7108,Poliedro,,,643.8975,
31003875,COL MAXIMUS STA INES,3106200,62.0,110,Outras posições,False,637.9558730158731,21.0,3.0,86.0,0.7108,Poliedro,639.2055555555556,36.0,638.7451461988304,-1.249682539682567
33189820,COLEGIO GERACAO Z LTDA,3304557,91.0,344,Outras posições,False,635.6531111111111,30.0,4.0,83.0,0.7107,Poliedro,657.7743750000001,48.0,649.2661965811966,-22.12126388888896
33160180,ENSINO MEDIO MONTEIRO LOBATO LTDA,3304557,92.0,344,Outras posições,False,630.7422222222223,36.0,5.0,104.0,0.7106,Poliedro,657.3594594594595,37.0,644.2331506849316,-26.61723723723719
32053070,ESCOLA GUIMARAES ROSA LTDA,3201209,1.0,6,Líder local,False,648.0871900826446,121.0,1.0,396.0,0.7102,Poliedro,657.9823655913979,93.0,652.387429906542,-9.895175508753255
35165049,PAULO FREIRE COLEGIO,3536505,1.0,6,Líder local,False,625.8215094339623,53.0,5.0,257.0,0.7094,Poliedro,623.844375,64.0,624.74,1.9771344339623056
33149410,COLEGIO PARANAPUA,3304557,93.0,344,Outras posições,False,655.2416666666667,60.0,2.0,212.0,0.7092,Poliedro,660.9571794871796,78.0,658.4721739130435,-5.715512820512913
35300895,JP ENSINO MEDIO CURSOS TECNICOS E CURSINHOS,3541406,5.0,13,Desafiante (2º-5º local),False,655.2269565217391,23.0,2.0,93.0,0.7088,Poliedro,605.2652173913043,23.0,630.2460869565217,49.96173913043481
24059340,INSTITUTO REIS MAGOS,2408102,18.0,48,Outras posições,False,630.4972413793103,29.0,4.0,111.0,0.7085,Poliedro,636.9218181818183,22.0,633.2686274509804,-6.424576802508
42091578,COLEGIO EVANGELICO JARAGUA,4208906,3.0,7,Desafiante (2º-5º local),False,625.6751219512195,41.0,5.0,173.0,0.7083,Poliedro,594.6653968253968,42.0,609.983453815261,31.009725125822683
52033295,COLEGIO DINAMICO,5208707,21.0,68,Outras posições,False,629.1059523809524,84.0,4.0,265.0,0.7082,Poliedro,646.8285555555556,120.0,639.5310130718954,-17.722603174603137
35466761,ESQUEMA UNICO EDUCACIONAL DE PRESIDENTE PRUDENTE,3541406,6.0,13,Outras posições,False,634.0464516129033,31.0,4.0,110.0,0.7082,Poliedro,649.041052631579,38.0,642.304347826087,-14.994601018675667
33201927,PB COLEGIO E CURSO,3303302,20.0,42,Outras posições,False,647.628,35.0,1.0,81.0,0.7081,Poliedro,,,647.628,
29494109,ESCOLA REMBRANDT,2927408,20.0,90,Outras posições,False,624.7133333333334,12.0,4.0,53.0,0.708,Poliedro,,,624.7133333333334,
31371696,COLEGIO UNIVERSITARIO,3148004,4.0,5,Desafiante (2º-5º local),False,621.0204347826086,46.0,5.0,184.0,0.7078,Poliedro,591.4636734693878,49.0,605.7753684210526,29.556761313220818
41129326,COLEGIO POSITIVO BOA VISTA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,4106902,14.0,69,Outras posições,False,642.8447422680413,97.0,3.0,323.0,0.7077,Poliedro,633.2622463768115,92.0,638.1802469135802,9.582495891229769
43042929,COLEGIO SAO JOAO BATISTA,4305108,6.0,12,Outras posições,False,620.9545833333333,16.0,5.0,87.0,0.7075,Poliedro,581.2488888888888,9.0,606.6605333333333,39.705694444444475
25133985,CENTRO DE ENSINO HBS LTDA,2507507,15.0,55,Outras posições,False,654.9786885245901,61.0,0.0,191.0,0.7071,Poliedro,642.6072222222223,36.0,650.3872164948453,12.371466302367821
41068610,COLEGIO VICENTINO IMACULADO CORACAO DE MARIA,4127700,2.0,5,Desafiante (2º-5º local),False,634.8626666666667,75.0,4.0,247.0,0.7068,Poliedro,648.0955555555555,45.0,639.825,-13.232888888888851
43022324,COLEGIO SCALABRINIANO NOSSA SENHORA MEDIANEIRA,4302105,3.0,4,Desafiante (2º-5º local),False,620.8777777777777,18.0,5.0,105.0,0.7065,Poliedro,642.7666666666667,18.0,631.8222222222222,-21.888888888888914
25213806,COLEGIO E CURSO PETRONIO FIGUEIREDO LTDA,2504009,6.0,20,Outras posições,False,634.7988888888889,54.0,4.0,161.0,0.7065,Poliedro,608.2112121212122,66.0,620.1756666666666,26.587676767676726
35172625,CEI - COLEGIO DE EDUCACAO INTEGRAL,3516200,2.0,14,Desafiante (2º-5º local),False,649.1364705882353,17.0,2.0,64.0,0.7064,Poliedro,650.245,12.0,649.5951724137932,-1.1085294117647209
25132059,ALGORITMO COLEGIO E CURSO,2507507,16.0,55,Outras posições,False,620.8191666666667,40.0,5.0,119.0,0.7059,Poliedro,623.653,20.0,621.7637777777778,-2.8338333333333594
42000645,COLEGIO SANTA CATARINA,4205407,12.0,30,Outras posições,False,625.164,25.0,5.0,99.0,0.7055,Poliedro,630.2325714285714,35.0,628.1206666666666,-5.068571428571431
33055955,COLEGIO SAO VICENTE DE PAULO,3303302,21.0,42,Outras posições,False,620.6747417840376,71.0,5.0,226.0,0.7053,Poliedro,639.7174025974026,77.0,630.582072072072,-19.042660813365046
35151798,UNISUZ COLEGIO,3552502,1.0,11,Líder local,False,647.2434782608696,46.0,3.0,173.0,0.7052,Poliedro,638.8133333333333,45.0,643.0747252747253,8.430144927536276
35104607,PALMARES COLEGIO EFM,3550308,74.0,516,Outras posições,False,654.148115942029,23.0,2.0,128.0,0.705,Poliedro,664.7761403508772,19.0,658.9560317460318,-10.628024408848205
42160642,COC BLUMENAU,4202404,4.0,9,Desafiante (2º-5º local),False,648.8008163265306,49.0,2.0,186.0,0.705,Poliedro,643.0079310344828,58.0,645.6607476635513,5.792885292047799
33187924,QI QUALIDADE INTEGRAL DE ENSINO LTDA,3304557,94.0,344,Outras posições,False,647.5410526315789,19.0,2.0,94.0,0.7049,Poliedro,641.0513333333333,30.0,643.5677551020408,6.489719298245518
29439833,CENTRO DE EDUCACAO MARIA CELINA,2925303,2.0,6,Desafiante (2º-5º local),False,634.3046153846153,13.0,4.0,67.0,0.7044,Poliedro,627.9,10.0,631.52,6.40461538461534
31368520,CENTRO EDUCACIONAL EUROPA,3152501,7.0,10,Outras posições,False,624.7514285714286,14.0,5.0,61.0,0.7043,Poliedro,596.1791919191919,33.0,604.6900709219858,28.57223665223671
33166820,COLEGIO E CURSO PENSI,3304557,95.0,344,Outras posições,False,653.2675,232.0,1.0,544.0,0.7043,Poliedro,657.9352419354839,248.0,655.6791666666667,-4.667741935483832
43104940,COLEGIO BATISTA BRASIL,4314902,26.0,61,Outras posições,False,629.3833333333333,12.0,4.0,53.0,0.7041,Poliedro,639.6523076923077,13.0,634.7232,-10.268974358974333
41377168,COLEGIO DOM BOSCO BATEL,4106902,15.0,69,Outras posições,False,629.0626160337554,79.0,5.0,301.0,0.7039,Poliedro,649.2766666666666,76.0,638.9740215053764,-20.214050632911267
52033090,COLEGIO SHALLON - UNIDADE I,5208707,22.0,68,Outras posições,False,634.2165,40.0,4.0,162.0,0.7036,Poliedro,638.1729032258065,31.0,635.9439436619718,-3.9564032258065254
41158750,COLEGIO POSITIVO HAUER - ENSINO MEDIO,4106902,16.0,69,Outras posições,False,629.2648917748918,154.0,4.0,418.0,0.7036,Poliedro,634.1434757834758,117.0,631.3711439114392,-4.878584008583971
35287600,COLEGIO ANGLO LEONARDO DA VINCI,3550308,75.0,516,Outras posições,False,653.5878571428572,28.0,2.0,76.0,0.7033,Poliedro,695.1314285714286,28.0,674.3596428571428,-41.543571428571454
29354900,INSTITUTO ASSOCIADOS SABER E CULTURA,2910727,1.0,4,Líder local,False,629.2221052631579,38.0,4.0,147.0,0.7031,Poliedro,662.9215789473684,38.0,646.0718421052633,-33.69947368421049
31007587,SISTEMA PIAGET DE ENSINO,3106200,63.0,110,Outras posições,False,627.9014285714286,14.0,4.0,49.0,0.7026,Poliedro,,,627.9014285714286,
26117991,COLEGIO BOA VIAGEM LTDA,2611606,25.0,76,Outras posições,False,624.5098290598291,78.0,5.0,266.0,0.7026,Poliedro,625.876923076923,78.0,625.193376068376,-1.3670940170939048
43205542,ESCOLA DE ENSINO MEDIO CAMINHO,4305108,7.0,12,Outras posições,False,629.102156862745,34.0,4.0,166.0,0.7026,Poliedro,606.0602564102564,26.0,619.1173333333334,23.041900452488562
35123808,EDUCATIVA CENTRO EDUCACIONAL,3534708,2.0,7,Desafiante (2º-5º local),False,648.0984615384616,13.0,2.0,54.0,0.7023,Poliedro,649.6223529411765,17.0,648.962,-1.5238914027148667
33031649,INSTITUTO SAO JOSE,3304201,4.0,8,Desafiante (2º-5º local),False,624.4893333333333,40.0,5.0,128.0,0.7023,Poliedro,635.3712280701754,38.0,629.7907692307692,-10.881894736842128
14000814,CENTRO DE EDUCACAO INTEGRADA COLMEIA LTDA,1400100,1.0,9,Líder local,False,641.4032142857143,28.0,3.0,93.0,0.7022,Poliedro,647.7,30.0,644.6601724137931,-6.296785714285761
15038513,COLEGIO SANTA ROSA,1501402,12.0,65,Outras posições,False,615.0698285714286,175.0,5.0,542.0,0.7018,Poliedro,643.1558333333334,124.0,626.7175362318841,-28.086004761904746
52103994,COLEGIO SELECTUS LTDA,5200258,1.0,5,Líder local,False,641.2615384615384,13.0,3.0,61.0,0.7017,Poliedro,627.1964102564102,26.0,631.8847863247863,14.06512820512819
32034377,COLEGIO CASTRO ALVES,3201308,2.0,7,Desafiante (2º-5º local),False,633.6989189189189,37.0,4.0,116.0,0.7016,Poliedro,625.1777777777778,24.0,630.3463387978142,8.521141141141129
33101809,COLEGIO EME,3303500,2.0,33,Desafiante (2º-5º local),False,652.779012345679,54.0,1.0,262.0,0.7015,Poliedro,665.2571014492753,46.0,658.5189333333333,-12.47808910359629
32038720,ESCOLA SANTA ADAME,3205200,5.0,23,Desafiante (2º-5º local),False,633.6369230769232,13.0,4.0,62.0,0.7013,Poliedro,647.6333333333333,9.0,639.3627272727273,-13.996410256410172
35116361,SANTO ANDRE COLEGIO,3549805,7.0,28,Outras posições,False,627.5518457300275,121.0,4.0,368.0,0.7012,Poliedro,626.6671839080459,116.0,627.118846694796,0.8846618219815809
35113736,DOM BOSCO COLEGIO SALESIANO ASSUNCAO,3538709,7.0,25,Outras posições,False,624.2754098360655,61.0,5.0,195.0,0.7012,Poliedro,633.190303030303,33.0,627.4051063829787,-8.914893194237493
41133463,COLEGIO SENHORA DE FATIMA ED INF ENSINO FUND MEDIO SC LTDA,4106902,17.0,69,Outras posições,False,628.4453846153846,104.0,5.0,335.0,0.701,Poliedro,646.4815176151761,123.0,638.2182672540382,-18.036132999791562
53018273,COL IDEAL UNIDADE JARDIM BOTANICO,5300108,35.0,117,Outras posições,False,633.528,15.0,4.0,83.0,0.7008,Poliedro,615.4053333333334,15.0,624.4666666666667,18.122666666666646
21092761,COMPLEXO EDUCACIONAL DOM BOSCO,2105302,3.0,11,Desafiante (2º-5º local),False,614.8595897435898,65.0,5.0,183.0,0.7007,Poliedro,626.87,64.0,620.8182428940569,-12.010410256410182
50016385,ESCOLA FRANCISCANA IMACULADA CONCEICAO,5003702,5.0,6,Desafiante (2º-5º local),False,619.9902083333334,32.0,5.0,133.0,0.7006,Poliedro,603.607,40.0,610.888425925926,16.383208333333414
42006708,COLEGIO SAO JOSE,4218707,2.0,6,Desafiante (2º-5º local),False,624.1588461538461,52.0,5.0,178.0,0.7004,Poliedro,,,624.1588461538461,
33063516,COLEGIO NOSSA SENHORA DE LOURDES,3304557,96.0,344,Outras posições,False,614.802380952381,14.0,5.0,45.0,0.7002,Poliedro,590.8800000000001,17.0,601.6836559139786,23.922380952380877
50030469,COLEGIO DE ENSINO MEDIO NOVA GERACAO,5002704,9.0,31,Outras posições,False,633.3979220779221,77.0,4.0,251.0,0.7001,Poliedro,628.8918181818182,66.0,631.3181818181819,4.506103896103923
41390024,COLEGIO E CURSO ELITE CURITIBA,4106902,18.0,69,Outras posições,False,637.5533333333333,54.0,4.0,116.0,0.7,Poliedro,679.0696969696969,66.0,660.3873333333333,-41.51636363636362
53032012,COL BARAO DO RIO BRANCO,5300108,36.0,117,Outras posições,False,619.9488888888889,15.0,5.0,61.0,0.7,Poliedro,588.1313043478261,23.0,600.6908771929825,31.81758454106273
43123643,COLEGIO NOSSA SENHORA DE FATIMA,4316907,5.0,12,Desafiante (2º-5º local),False,623.9237837837838,37.0,5.0,135.0,0.6992,Polígono,641.3778125,64.0,634.9837623762377,-17.454028716216158
33174881,INSTITUTO NOSSA SENHORA DA GLORIA RIO DAS OSTRAS - UNIDADE IV,3304524,3.0,14,Desafiante (2º-5º local),False,619.7860317460318,42.0,5.0,176.0,0.699,Polígono,629.0066666666667,48.0,624.7037037037037,-9.220634920634893
26142716,COLEGIO DOM,2609600,1.0,13,Líder local,False,627.0887234042552,94.0,4.0,287.0,0.6989,Polígono,619.9085714285715,70.0,624.0240243902439,7.180151975683771
31363294,COL CHROMOS CENTRO,3106200,64.0,110,Outras posições,False,647.3851219512195,41.0,0.0,128.0,0.6987,Polígono,642.8153333333333,30.0,645.4542253521126,4.569788617886161
43104991,COL MARIA IMACULADA,4314902,27.0,61,Outras posições,False,628.0755555555555,42.0,4.0,113.0,0.698,Polígono,628.0130232558139,43.0,628.0439215686274,0.06253229974163332
24074667,CENTRO EDUCACIONAL DE APRENDIZAGEM MODERNA,2408003,6.0,14,Outras posições,False,636.4284,50.0,3.0,170.0,0.698,Polígono,655.8149019607843,51.0,646.2176237623762,-19.386501960784244
52053261,INSTITUTO PRESBITERIANO SAMUEL GRAHAM,5211909,3.0,4,Desafiante (2º-5º local),False,632.89,26.0,4.0,102.0,0.6979,Polígono,638.5310344827586,29.0,635.8643636363637,-5.641034482758641
21268894,COLEGIO O BOM PASTOR JUNIOR,2111201,1.0,4,Líder local,False,626.5336559139786,62.0,4.0,273.0,0.6973,Polígono,643.6515254237288,59.0,634.8803856749312,-17.11786950975022
35499092,FUNDACAO ROMI NEI,3545803,2.0,5,Desafiante (2º-5º local),False,636.830522875817,51.0,4.0,155.0,0.6971,Polígono,607.9066666666666,33.0,625.4675793650794,28.923856209150358
43104967,COLEGIO CONCORDIA - PORTO ALEGRE,4314902,28.0,61,Outras posições,False,627.8525,24.0,4.0,104.0,0.6967,Polígono,613.5478260869565,23.0,620.8523404255319,14.304673913043416
35107402,SANTA AMALIA COLEGIO,3550308,77.0,516,Outras posições,False,623.131746031746,63.0,5.0,165.0,0.6964,Polígono,632.1175757575758,22.0,625.4574901960785,-8.985829725829717
33026424,COLEGIO ARARUAMA,3300209,3.0,10,Desafiante (2º-5º local),False,614.1598148148148,36.0,5.0,145.0,0.6958,Polígono,608.2533333333333,24.0,611.7972222222222,5.906481481481478
29388341,INSTITUTO NOSSA SENHORA DA PIEDADE,2913606,1.0,7,Líder local,False,635.8576623376623,77.0,3.0,260.0,0.6956,Polígono,632.369696969697,66.0,634.2478321678321,3.48796536796533
43178740,COLEGIO MARISTA IPANEMA,4314902,29.0,61,Outras posições,False,618.9175833333334,80.0,5.0,251.0,0.6952,Polígono,604.4843076923078,65.0,612.4474942528736,14.433275641025602
33115478,SANTA MONICA REDE DE ENSINO MARICA,3302700,1.0,9,Líder local,False,626.1359375,64.0,4.0,262.0,0.6951,Polígono,615.7838461538461,52.0,621.4953448275861,10.352091346153884
35006933,COLEGIO LONDON UNIDADE II,3549805,8.0,28,Outras posições,False,656.2942564102564,65.0,1.0,106.0,0.6951,Polígono,668.4967164179104,67.0,662.4879292929293,-12.202460007654054
42116112,COLEGIO EXPONENCIAL,4204202,4.0,9,Desafiante (2º-5º local),False,618.888717948718,26.0,5.0,131.0,0.6951,Polígono,640.6359420289855,46.0,632.7827777777778,-21.74722408026753
33101612,CENTRO DE FORMACAO NOGUEIRA MINEIRO,3301702,1.0,22,Líder local,False,632.09,70.0,4.0,271.0,0.6949,Polígono,625.0333333333333,60.0,628.833076923077,7.056666666666729
26173280,COLEGIO GRANDE PASSO,2611606,26.0,76,Outras posições,False,625.8596923076923,65.0,4.0,214.0,0.6942,Polígono,650.4708994708994,63.0,637.9730208333333,-24.611207163207155
29422299,CURSO E COLEGIO ANALISE - EIRELI - EPP,2927408,22.0,90,Outras posições,False,634.46,36.0,3.0,146.0,0.694,Polígono,644.1641379310345,29.0,638.7895384615384,-9.704137931034438
35805048,ATHENEU COLEGIO,3523107,1.0,5,Líder local,False,639.9789743589744,39.0,3.0,137.0,0.6939,Polígono,611.7368,25.0,628.946875,28.242174358974353
35151282,JARDIM DAS NACOES COLEGIO,3554102,6.0,15,Outras posições,False,636.2642424242424,66.0,4.0,227.0,0.6938,Polígono,637.0884507042254,71.0,636.6913868613138,-0.8242082799829404
33061670,CENTRO EDUCACIONAL MANUEL PEREIRA,3304144,1.0,5,Líder local,False,643.9544444444444,36.0,3.0,141.0,0.6937,Polígono,635.4757894736842,19.0,641.0254545454545,8.478654970760203
33089248,COL STA TEREZINHA,3304904,4.0,29,Desafiante (2º-5º local),False,622.3944444444445,18.0,5.0,105.0,0.6937,Polígono,615.1077777777778,18.0,618.7511111111112,7.286666666666747
33071926,COLEGIO SANTA MONICA - CACHAMBI,3304557,98.0,344,Outras posições,False,638.4466666666666,33.0,3.0,131.0,0.693,Polígono,626.5970833333333,48.0,631.4246913580246,11.849583333333271
35142682,INTERESCOLAR OBJETIVO UNIDADE GRANJA VIANA CENTRO,3513009,2.0,17,Desafiante (2º-5º local),False,631.4532051282051,52.0,4.0,226.0,0.6928,Polígono,642.7511711711712,37.0,636.1501123595506,-11.297966042966095
35112422,CORACAO DE JESUS INSTITUTO EDUCACIONAL,3507605,5.0,12,Desafiante (2º-5º local),False,622.1042424242424,77.0,5.0,208.0,0.6927,Polígono,632.6044086021506,62.0,626.7877697841726,-10.500166177908113
26179199,COLEGIO E CURSO MENINO JESUS,2610707,1.0,16,Líder local,False,612.3464082687339,129.0,5.0,480.0,0.6927,Polígono,615.6441481481482,135.0,614.0327525252525,-3.2977398794143937
35140351,OBJETIVO CENTRO INTERESCOLAR UNIDADE POMPEIA,3550308,78.0,516,Outras posições,False,631.4309273182957,133.0,4.0,381.0,0.6925,Polígono,650.9674842767296,106.0,640.0956764295677,-19.536556958433835
51064910,COLEGIO E CURSO MASTER,5103403,7.0,27,Outras posições,False,634.0754455445544,202.0,3.0,511.0,0.692,Polígono,626.7435317460317,168.0,630.7463603603603,7.331913798522692
25092901,INTERACTIVO CRISTO COLEGIO E CURSOS EIRELI ME,2507507,17.0,55,Outras posições,False,612.2080555555555,72.0,5.0,262.0,0.6916,Polígono,600.7293989071038,61.0,606.9434085213032,11.478656648451647
33181713,CENTRO EDUCACIONAL MARCOS FREITAS,3301702,2.0,22,Desafiante (2º-5º local),False,613.5205263157894,76.0,5.0,222.0,0.6911,Polígono,620.1124675324676,77.0,616.8380392156863,-6.591941216678151
29343232,COLEGIO PORTINARI,2927408,23.0,90,Outras posições,False,649.7054208754209,99.0,1.0,344.0,0.691,Polígono,648.7006382978724,94.0,649.2160449050087,1.0047825775485535
35007524,CURSO E COLEGIO UNI,3548906,5.0,15,Desafiante (2º-5º local),False,643.1418705035971,139.0,1.0,435.0,0.6907,Polígono,643.8758260869565,115.0,643.4741732283464,-0.7339555833593749
35165116,INTERATIVO CURSO E COLEGIO,3548906,6.0,15,Outras posições,False,644.6664406779661,59.0,2.0,168.0,0.6902,Polígono,654.4982978723405,47.0,649.0258490566039,-9.831857194374379
35116026,RESSURREICAO NOSSA SENHORA DO CALVARIO COLEGIO,3511102,2.0,9,Desafiante (2º-5º local),False,630.9456349206349,42.0,4.0,149.0,0.6901,Polígono,656.2939869281046,51.0,644.8463440860215,-25.348352007469657
35808076,COLEGIO JESUS ADOLESCENTE,3511102,3.0,9,Desafiante (2º-5º local),False,630.8366666666667,20.0,4.0,103.0,0.6896,Polígono,628.9260317460318,21.0,629.8580487804878,1.9106349206349478
35165931,PORTAL DO ENGENHO COLEGIO,3538709,8.0,25,Outras posições,False,644.5272222222222,36.0,2.0,123.0,0.6892,Polígono,658.348947368421,38.0,651.6248648648649,-13.821725146198787
35175614,INTERNACIONAL DE ALPHAVILLE ESCOLA,3505708,2.0,5,Desafiante (2º-5º local),False,643.0514285714286,14.0,3.0,141.0,0.6891,Polígono,639.0713043478261,23.0,640.5772972972973,3.980124223602502
35501918,INTELECTUS RIO PRETO COLEGIO,3549805,9.0,28,Outras posições,False,644.2995983935743,83.0,2.0,223.0,0.6884,Polígono,656.1944,75.0,649.9458649789029,-11.89480160642563
31357120,COL CHROMOS ELDORADO,3118601,5.0,17,Desafiante (2º-5º local),False,633.2198333333333,60.0,3.0,151.0,0.6882,Polígono,642.32,51.0,637.4009909909911,-9.100166666666723
35114510,ALTO PADRAO FRANCANO INSTITUTO ENSINO,3516200,3.0,14,Desafiante (2º-5º local),False,644.038064516129,31.0,2.0,157.0,0.6878,Polígono,619.6415384615385,26.0,632.9098245614035,24.39652605459048
33036659,COLEGIO JEAN PIAGET,3300100,2.0,11,Desafiante (2º-5º local),False,620.9235294117648,34.0,5.0,106.0,0.6876,Polígono,631.0794594594594,37.0,626.2160563380281,-10.155930047694596
35448205,COLEGIO KELVIN,3549805,10.0,28,Outras posições,False,648.5319871794871,104.0,1.0,365.0,0.6873,Polígono,666.3777160493827,108.0,657.6232075471698,-17.845728869895538
50009060,COLEGIO MARIA MONTESSORI,5002704,11.0,31,Outras posições,False,638.3895726495726,39.0,3.0,119.0,0.6872,Polígono,628.6883870967742,31.0,634.0933333333334,9.701185552798393
35115253,LA SALLE SAO CARLOS COLEGIO DIOCESANO,3548906,7.0,15,Outras posições,False,617.2847368421053,38.0,5.0,180.0,0.6871,Polígono,622.3562790697674,43.0,619.977037037037,-5.071542227662121
15175448,SISTEMA DE ENSINO EQUIPE PARAGOMINAS LTDA,1505502,1.0,4,Líder local,False,616.0165517241379,29.0,5.0,108.0,0.6871,Polígono,616.6381818181818,33.0,616.3474193548387,-0.6216300940438941
42154529,COLEGIO BOM JESUS,4211900,2.0,9,Desafiante (2º-5º local),False,642.1497959183673,49.0,3.0,171.0,0.687,Polígono,633.9432653061225,49.0,638.0465306122449,8.20653061224482
31342122,INSTITUTO EDUCACIONAL SABER,3145208,1.0,2,Sem comparação local (poucas escolas na cidade),False,630.0184615384616,26.0,4.0,121.0,0.6869,Polígono,645.3666666666667,21.0,636.8761702127659,-15.348205128205109
35104875,RAINHA DA PAZ COLEGIO EIFM,3550308,82.0,516,Outras posições,False,620.8354929577465,71.0,5.0,239.0,0.6865,Polígono,628.0094545454544,55.0,623.9669841269841,-7.173961587707936
43109152,COLEGIO MURIALDO,4314902,31.0,61,Outras posições,False,616.9207407407407,45.0,5.0,161.0,0.6858,Polígono,592.2345454545455,44.0,604.7163295880149,24.686195286195243
28006992,COLEGIO DOM BOSCO,2802908,3.0,6,Desafiante (2º-5º local),False,625.4221739130435,46.0,4.0,135.0,0.6857,Polígono,632.9650724637681,46.0,629.1936231884058,-7.542898550724658
52091562,COLEGIO APROV,5205109,1.0,8,Líder local,False,643.8906666666667,20.0,2.0,106.0,0.6857,Polígono,603.6066666666667,30.0,619.7202666666667,40.28399999999999
35114467,PESTALOZZI ESCOLA UNIDADE I,3516200,4.0,14,Desafiante (2º-5º local),False,637.7109375,64.0,3.0,238.0,0.6848,Polígono,626.6647777777778,60.0,632.3660215053762,11.046159722222228
35135203,EDUARDO GOMES COLEGIO,3548807,4.0,10,Desafiante (2º-5º local),False,629.4364052287582,102.0,4.0,417.0,0.6847,Polígono,626.5553846153846,104.0,627.9819093851132,2.8810206133736074
35121344,SAO LUCAS COLEGIO,3525300,6.0,10,Outras posições,False,629.3656060606061,44.0,4.0,148.0,0.6844,Polígono,653.8122222222223,36.0,640.3665833333334,-24.446616161616248
43097774,COLEGIO MARISTA NOSSA SENHORA DA CONCEICAO,4314100,3.0,5,Desafiante (2º-5º local),False,616.4608547008546,39.0,5.0,172.0,0.6842,Polígono,638.1454838709677,62.0,629.7722112211221,-21.684629170113112
29389992,ESCOLA MONTESSORI,2924009,1.0,3,Líder local,False,611.9763218390804,58.0,5.0,225.0,0.684,Polígono,629.9573134328358,67.0,621.6141333333333,-17.980991593755448
35141367,OBJETIVO COLEGIO UNIDADE ALPHAVILLE,3547304,2.0,6,Desafiante (2º-5º local),False,620.4066666666666,106.0,5.0,388.0,0.6838,Polígono,634.4156923076922,65.0,625.7317348927875,-14.009025641025573
23071141,COLEGIO SANTO INACIO,2304400,33.0,117,Outras posições,False,611.8533333333334,36.0,5.0,110.0,0.6835,Polígono,588.0741176470589,34.0,600.3034285714286,23.779215686274483
32078510,UP CENTRO EDUCACIONAL,3205309,12.0,18,Outras posições,False,633.9714373088685,109.0,4.0,391.0,0.6831,Polígono,620.6466666666666,102.0,627.5300789889416,13.324770642201884
41131657,ASSEIJ COLEGIO NOSSA SENHORA DO ROSARIO,4106902,19.0,69,Outras posições,False,620.2392248062016,86.0,5.0,287.0,0.6828,Polígono,625.6274774774774,74.0,622.7312916666667,-5.388252671275836
53018613,COL MARISTA AGUAS CLARAS,5300108,37.0,117,Outras posições,False,624.5919047619047,42.0,4.0,217.0,0.6824,Polígono,617.3334615384615,52.0,620.5765957446808,7.258443223443237
35186260,REDE DE ENSINO NOVO TEMPO,3548500,3.0,32,Desafiante (2º-5º local),False,633.6993333333334,30.0,4.0,132.0,0.6823,Polígono,654.7468421052632,38.0,645.4611764705883,-21.04750877192987
17056527,INTERACAO VOZES ATIVAS - CAPIM DOURADO,1721000,5.0,14,Desafiante (2º-5º local),False,645.6846666666667,60.0,1.0,378.0,0.6818,Polígono,672.693947368421,76.0,660.7780882352941,-27.009280701754392
35108698,STOCCO COLEGIO,3547809,5.0,36,Desafiante (2º-5º local),False,637.0138211382114,41.0,3.0,134.0,0.6813,Polígono,627.4882926829268,41.0,632.2510569105691,9.52552845528453
41031733,LONDRINENSE C - EI EF M PROFIS,4113700,9.0,24,Outras posições,False,620.0048677248677,126.0,5.0,432.0,0.6812,Polígono,640.4738317757009,107.0,629.4047782546495,-20.468964050833165
35101722,NOSSA SENHORA MENINA EXTERNATO,3550308,84.0,516,Outras posições,False,628.647962962963,36.0,4.0,130.0,0.6807,Polígono,614.9802666666667,25.0,623.0464480874317,13.667696296296299
15567770,CENTRO DE ESTUDOS JOHN KNOX,1501402,14.0,65,Outras posições,False,633.1165957446808,47.0,2.0,166.0,0.6807,Polígono,644.8716279069768,43.0,638.7328888888889,-11.755032162295947
35114030,PURISSIMO CORACAO DE MARIA COLEGIO,3543907,4.0,8,Desafiante (2º-5º local),False,619.9744615384615,65.0,5.0,250.0,0.6806,Polígono,625.744109589041,73.0,623.0265217391304,-5.769648050579576
33160031,SANTA MONICA REDE DE ENSINO - RECREIO DOS BANDEIRANTES,3304557,101.0,344,Outras posições,False,622.9838888888889,36.0,4.0,127.0,0.6803,Polígono,597.5094736842105,19.0,614.1836363636364,25.474415204678394
35122993,ARUA COLEGIO,3530607,5.0,24,Desafiante (2º-5º local),False,642.2174774774775,37.0,2.0,160.0,0.6803,Polígono,623.42875,32.0,633.5038647342994,18.788727477477437
