codigo_escola;NO_ENTIDADE;codigo_municipio;enem_media_geral;qtd_participantes_enem;QT_MAT_MED;indice_infra;score_destaque;produto_alvo
50029266;COLEGIO CBA ABC;5002704;584.5682051282051;39.0;141.0;4.0;0.4388;Polígono
35111247;ELITE REDE DE ENSINO;3554102;584.5357894736842;76.0;377.0;4.0;0.4385;Polígono
35123444;COOPERATIVO COLEGIO DE EDUCACAO BASICA;3541406;593.5705982905984;39.0;124.0;3.0;0.4381;Polígono
33171670;COLEGIO E CURSO FATOR;3305109;600.3817021276595;47.0;152.0;1.0;0.4364;Polígono
33040117;COL DE APLICACAO DA UCP;3303906;577.258918918919;37.0;158.0;5.0;0.4363;Polígono
33075620;SANTA MONICA REDE DE ENSINO - BENTO RIBEIRO;3304557;573.7511111111112;18.0;152.0;5.0;0.4362;Polígono
35151048;ADVENTISTA DE SAO BERNARDO DO CAMPO COLEGIO;3548708;590.0286111111111;72.0;279.0;3.0;0.4362;Polígono
33173923;COLEGIO E CURSO ICONE;3304557;596.1901123595505;89.0;101.0;1.0;0.4359;Polígono
15570533;CENTRO DE ENSINO PLENO IDEAL;1500800;590.0720579710145;115.0;355.0;2.0;0.4351;Polígono
33055378;COLEGIO E CURSO PIO XII;3303302;583.797;20.0;113.0;4.0;0.4349;Polígono
41158253;ESCOLA BILINGUE COC ARAUCARIA EIRELI ME;4101804;586.5866666666667;70.0;307.0;4.0;0.4338;Polígono
29448808;ESCOLA GENESIS DE STELLA MARIS;2927408;570.1899999999999;28.0;103.0;5.0;0.4334;Polígono
33107297;CENTRO EDUCACIONAL SOUZA AMORIM E JARDIM ESCOLA GENTE SABIDA;3304557;583.5695061728395;54.0;203.0;4.0;0.4332;Polígono
41128702;COLEGIO ADVENTISTA BOA VISTA EIEFM;4106902;583.4765432098766;54.0;218.0;4.0;0.4326;Polígono
35370836;SAMARAH INSTITUTO EDUCACIONAL;3513009;599.8729078014184;47.0;157.0;1.0;0.4323;Polígono
35141948;FAAP COLEGIO EM;3550308;576.6123809523809;14.0;104.0;5.0;0.432;Polígono
33067856;COL MV1 ANDERSON;3304557;576.5374193548387;31.0;116.0;5.0;0.4315;Polígono
31332780;COLEGIO INTER ACAO UNIDADE II;3106200;582.2052631578947;19.0;109.0;4.0;0.431;Polígono
26053993;COLEGIO ADVENTISTA DE CARUARU;2604106;589.0845144356956;127.0;493.0;3.0;0.4309;Polígono
53018656;CENTRO EDUCACIONAL IESB;5300108;578.7979487179487;78.0;230.0;4.0;0.4306;Polígono
28031970;JFGG E CIA LTDA;2800308;583.1053333333333;30.0;111.0;4.0;0.4305;Polígono
33182086;COLEGIO KOELER;3303906;588.986976744186;43.0;160.0;3.0;0.4304;Polígono
15097811;COLEGIO ADVENTISTA DE MARABA;1504208;593.4476470588236;34.0;146.0;2.0;0.4303;Polígono
35152900;COLISEU COLEGIO;3518800;593.3813333333333;30.0;135.0;2.0;0.4299;Polígono
41165543;JOURNEY C-EF M;4106902;586.0986666666666;30.0;166.0;4.0;0.4297;Polígono
53017749;COL OBJETIVO DF - UNIDADE II;5300108;592.2291304347825;138.0;495.0;3.0;0.4296;Polígono
35153825;SAO LUIZ DE GONZAGA III COLEGIO;3550308;582.9205;80.0;224.0;4.0;0.4295;Polígono
26152819;GRUPO EDUC DO RECIFE ANGLO LIDER;2611606;582.7177272727273;44.0;179.0;4.0;0.4283;Polígono
35172613;COPERNICO COLEGIO;3516200;588.6448275862069;29.0;159.0;3.0;0.4279;Polígono
26139146;COLEGIO AVANCAR;2607901;572.5136;25.0;102.0;5.0;0.4278;Polígono
43029752;COLEGIO ADVENTISTA DE CACHOEIRINHA;4303103;576.0474853801169;57.0;244.0;5.0;0.4277;Polígono
33148937;SANTA MONICA REDE DE ENSINO - FREGUESIA;3304557;572.505641025641;39.0;127.0;5.0;0.4276;Polígono
23072873;JUVENAL DE CARVALHO COLEGIO;2304400;573.2419753086419;27.0;114.0;5.0;0.4272;Polígono
15149536;INSTITUTO VICENTINO CATARINA LABOURE;1501402;568.9033333333333;44.0;159.0;5.0;0.4271;Polígono
27214737;COLEGIO SANTISSIMA TRINDADE;2704302;588.3019607843137;34.0;109.0;3.0;0.426;Polígono
42016207;COLEGIO ADVENTISTA DE BLUMENAU;4202404;572.08;26.0;268.0;5.0;0.4257;Polígono
35125647;INDEPENDENTE DE AMERICANA CENTRO EDUCACIONAL;3501608;582.0785714285714;28.0;135.0;4.0;0.4249;Polígono
26121379;COLEGIO 2001;2611606;578.5319999999999;35.0;108.0;5.0;0.4246;Polígono
26120968;COLEGIO SANTA MARIA MAZZARELLO;2611606;572.8176470588235;34.0;141.0;5.0;0.4244;Polígono
35101941;SANTA MARINA ESCOLA;3550308;592.54;59.0;222.0;2.0;0.4244;Polígono
23073233;LUCE COLEGIO;2304400;595.2375757575758;33.0;119.0;1.0;0.4243;Polígono
13026950;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO;1302603;575.0311538461539;52.0;194.0;4.0;0.424;Polígono
42003555;ALFA REDE DE ENSINO;4216602;592.355;24.0;124.0;2.0;0.4236;Polígono
24334308;CENTRO EDUCACIONAL PINHEIROS;2408102;572.6634782608696;46.0;107.0;5.0;0.4233;Polígono
15563235;SISTEMA DE ENSINO UNIVERSO;1501402;580.0225;32.0;130.0;3.0;0.4227;Polígono
26116987;ESCOLA VIRGEM IMACULADA;2610707;584.4367441860464;43.0;128.0;3.0;0.4219;Polígono
53015991;CENTRO EDUCACIONAL PROJECAO GUARA II;5300108;581.3974603174603;42.0;161.0;4.0;0.4219;Polígono
35112641;ADVENTISTA DE CAMPINAS COLEGIO;3509502;591.0268;50.0;279.0;3.0;0.4218;Polígono
35006275;COLEGIO PRESBITERIANO DE ATIBAIA;3504107;587.2705882352941;17.0;100.0;3.0;0.4217;Polígono
35802220;CERVANTES COLEGIO;3543402;572.3184313725491;34.0;184.0;5.0;0.4213;Polígono
26055686;COLEGIO ALTERNATIVO DE CARUARU;2604106;567.9080851063829;47.0;147.0;5.0;0.4212;Polígono
35105429;PORTO UNIAO COLEGIO;3550308;581.310625;32.0;152.0;4.0;0.4212;Polígono
35109289;GRANJA VIANA ESCOLA;3513009;597.928;20.0;103.0;1.0;0.4211;Polígono
35173460;RENASCER ARTE ESCOLA;3552205;590.8795555555555;60.0;197.0;3.0;0.421;Polígono
33075921;COLEGIO ADVENTISTA DE JACAREPAGUA;3304557;581.2395348837209;43.0;142.0;4.0;0.4204;Polígono
35005753;COLEGIO PENSE;3530706;590.5722666666667;25.0;115.0;3.0;0.4198;Polígono
15577708;COLEGIO DE ENSINO ICOARACIENSE - CEI;1501402;572.0305785123967;121.0;372.0;5.0;0.4197;Polígono
42158133;ACESSO EDUCACAO;4202404;590.8964102564103;26.0;125.0;2.0;0.4197;Polígono
15171027;COLEGIO ADVENTISTA DE SANTAREM;1506807;583.909375;32.0;121.0;3.0;0.4195;Polígono
32079320;ESCOLA TECNICA CEDTEC;3205002;574.8635087719299;57.0;205.0;5.0;0.4191;Polígono
15166260;COLEGIO PAULISTA DE BELEM LTDA-EPP;1501402;579.9380645161291;31.0;115.0;4.0;0.4189;Polígono
35142759;CARLOS DRUMMOND DE ANDRADE COLEGIO;3550308;577.648992248062;43.0;201.0;4.0;0.4183;Polígono
33077274;COL PRIMUS;3304557;574.0793939393939;33.0;110.0;5.0;0.4182;Polígono
33139032;SISTEMA ELITE DE ENSINO - SAO GONCALO;3304904;585.8450273224045;122.0;424.0;3.0;0.4173;Polígono
17056152;EDUCANDARIO DE ARAGUAINA;1702109;577.5542857142857;28.0;140.0;4.0;0.4172;Polígono
27225909;COLEGIO ADVENTISTA DE MACEIO;2704302;586.5297959183673;49.0;220.0;3.0;0.417;Polígono
35581823;COLEGIO CRIATIVO;3506003;594.6872463768116;23.0;113.0;2.0;0.417;Polígono
29277825;COLEGIO PAULO VI;2933307;574.59;28.0;104.0;5.0;0.416;Polígono
33176787;COLEGIO E CURSO ZEROHUM NITEROI;3303302;586.3472164948454;97.0;350.0;2.0;0.4139;Polígono
35117699;SESI 144 CENTRO EDUCACIONAL;3534708;581.7994642857143;56.0;191.0;3.0;0.4128;Polígono
33029318;CENTRO EDUC BARRA MANSA;3300407;576.791724137931;29.0;159.0;4.0;0.4123;Polígono
25119826;COLEGIO INA;2507507;586.6928571428571;42.0;184.0;2.0;0.4116;Polígono
29304229;COLEGIO ADVENTISTA DE ITABUNA;2914802;582.4725000000001;40.0;146.0;3.0;0.4113;Polígono
51014467;CENTRO DE EDUCACAO BASICA SAO JOSE;5107925;569.6743434343434;33.0;175.0;5.0;0.4109;Polígono
35809559;UNICULTURA COLEGIO;3518800;576.5986324786326;78.0;296.0;4.0;0.4108;Polígono
15584062;ENGELS;1500107;585.7533333333333;66.0;261.0;3.0;0.4107;Polígono
41028945;INSTITUTO NOSSA SENHORA AUXILIADORA;4103701;578.281768707483;49.0;137.0;3.0;0.4107;Polígono
35150344;ADVENTISTA DE ITAPECERICA DA SERRA COLEGIO;3522208;582.8810784313725;68.0;283.0;4.0;0.4098;Polígono
17026237;COLEGIO DOM BOSCO ORIGINAL;1721000;585.5357575757575;33.0;181.0;3.0;0.4096;Polígono
33166560;COLEGIO FORCA MAXIMA DE NOVA IGUACU LTDA - ME;3303500;573.455652173913;23.0;118.0;5.0;0.4092;Polígono
35117201;ESCOLA CHAMPAGNAT UNIDADE DE PRESIDENTE PRUDENTE;3541406;589.8768055555555;48.0;186.0;2.0;0.4089;Polígono
35154817;THOMAZ TREGLIA COLEGIO;3550308;593.0529032258064;31.0;124.0;2.0;0.4089;Polígono
42055253;COLEGIO SILOE;4209102;579.2388888888888;18.0;104.0;4.0;0.4088;Polígono
35139580;COLEGIO MARQUES DE MONTE ALEGRE;3550308;576.0685416666666;48.0;180.0;5.0;0.4084;Polígono
51038919;ESCOLA ADVENTISTA CENTRO AMERICA;5103403;576.2321739130435;23.0;112.0;4.0;0.4081;Polígono
53008545;COL ROGACIONISTA;5300108;579.1101400560225;119.0;423.0;4.0;0.4077;Polígono
35152894;ESCOLA DE ENSINO MEDIO CARLOS CHAGAS FILHO;3543402;589.7501587301588;21.0;111.0;2.0;0.4076;Polígono
23232390;COLEGIO OLIVEIRA CASTRO;2303709;585.4574193548387;31.0;116.0;2.0;0.4072;Polígono
35142839;CARLOS DRUMOND DE ANDRADE COLEGIO;3505500;589.6722222222222;24.0;140.0;2.0;0.4068;Polígono
33174970;COLEGIO ARAUJO ROCHA LTDA EPP;3304557;572.4914728682171;43.0;174.0;4.0;0.4061;Polígono
42142008;COLEGIO OFICINA LTDA;4209102;577.898125;48.0;234.0;4.0;0.406;Polígono
53008189;ESC DE EDUC BASICA E PROFISSIONAL FUNDACAO BRADESCO;5300108;580.5596437659034;131.0;493.0;3.0;0.406;Polígono
35407641;TALENTO COLEGIO ENSINO MEDIO;3513009;595.3110344827586;58.0;177.0;1.0;0.4055;Polígono
35137042;FIAP SCHOOL;3550308;578.56875;32.0;103.0;4.0;0.4039;Polígono
35499365;INDAIATUBA ESCOLA ADVENTISTA DE;3520509;588.883;20.0;169.0;2.0;0.4033;Polígono
35107682;UNASP SAO PAULO ADVENTISTA COLEGIO;3550308;575.5013250517599;322.0;1130.0;5.0;0.4031;Polígono
35191541;COLEGIO VIVO;3538709;584.5502564102565;26.0;102.0;3.0;0.4029;Polígono
35195790;YEDA MARIA PROFA COLEGIO;3518701;594.9535294117646;34.0;122.0;1.0;0.4028;Polígono
35141811;OBJETIVO ABC CEEFM UND 201;3548708;592.8379591836735;49.0;244.0;0.0;0.4022;Polígono
53020561;COL NOSSA SENHORA APARECIDA GAMA;5300108;584.025;12.0;126.0;3.0;0.4011;Polígono
53004949;SERVICO SOCIAL DO COMERCIO EDUSESC MEC;5300108;566.8605913978495;62.0;220.0;5.0;0.4008;Polígono
32076223;CENTRO DE ENSINO LINHARENSE DARWIN;3203205;624.0053333333333;15.0;74.0;5.0;0.6999;nenhum
35344837;GREEN BOOK SCHOOL ENSINO FUNDAMENTAL E MEDIO;3550308;641.0076923076923;13.0;53.0;3.0;0.6999;nenhum
35004901;COLEGIO MAGNUS AGOSTINHO;3534708;640.6484210526315;19.0;69.0;3.0;0.6985;nenhum
29473128;ESCOLA CONCEPT;2927408;622.658;10.0;45.0;4.0;0.6984;nenhum
31004162;COLEGIO NOEME CAMPOS;3106200;631.4526666666667;30.0;68.0;4.0;0.6981;nenhum
33106754;COLEGIO PROFESSOR CLOVIS TAVARES PRO-UNI;3301009;628.0072727272727;22.0;73.0;4.0;0.6977;nenhum
33345201;COLEGIO PLUZ;3303302;636.3709090909091;11.0;77.0;3.0;0.6977;nenhum
35587023;CENTRO EDUCACIONAL ARARAQUARA UNIDADE I;3503208;660.0269230769231;26.0;26.0;0.0;0.6976;nenhum
50007874;CENTRO DE ENS NOSSA SENHORA AUXILIADORA;5002704;632.5905263157896;19.0;84.0;4.0;0.697;nenhum
15172147;COLEGIO ASLAN;1501402;614.1678260869564;23.0;65.0;5.0;0.6959;nenhum
33076820;CENTRO EDUC LUIZ DE CAMOES - CASA JD PINOCHIO LTDA;3304557;634.6066666666667;18.0;73.0;3.0;0.6943;nenhum
13105493;CONNEXUS ENSINO FUNDAMENTAL E MEDIO LTDA;1302603;627.2907692307692;13.0;82.0;4.0;0.6939;nenhum
32097603;CEFM IN PACTO;3204906;639.9769230769232;13.0;71.0;3.0;0.6937;nenhum
31166481;COLEGIO CENECISTA DR JOSE FERREIRA;3170107;622.25;15.0;58.0;5.0;0.6933;nenhum
35134326;COLEGIO PORTO BRAGANCA LTDA;3507605;631.6187301587302;21.0;68.0;4.0;0.6933;nenhum
25132750;COLEGIO DE ENSINO FUNDAMENTAL ANDRADE DE QUEIROS EIRELI;2510808;650.5923076923077;13.0;36.0;1.0;0.6932;nenhum
24089478;COLEGIO MONTE;2408102;639.3442857142857;14.0;52.0;1.0;0.6923;nenhum
52099490;COLEGIO LIDER;5201405;631.3025287356322;29.0;95.0;4.0;0.6915;nenhum
35136098;EDUCAR INSTITUTO EDUCACIONAL;3530706;621.64;13.0;66.0;5.0;0.6914;nenhum
52033112;COLEGIO MAIS ANIMA;5208707;631.1466666666666;20.0;71.0;4.0;0.6911;nenhum
33170401;COLEGIO UEDA PECANHA;3302403;629.5092307692307;26.0;88.0;4.0;0.6908;nenhum
24087114;OVER COLEGIO E CURSO;2408102;639.025925925926;27.0;72.0;3.0;0.69;nenhum
21089981;ESC CRISTA EBENEZER;2100055;621.121;20.0;83.0;5.0;0.6892;nenhum
35136897;PRIMO TAPIA COLEGIO;3550308;648.8938461538462;13.0;54.0;1.0;0.6887;nenhum
43107605;COL KENNEDY;4314902;617.71875;24.0;95.0;5.0;0.6887;nenhum
35106628;NOTRE DAME RAINHA DOS APOSTOLOS COLEGIO;3550308;621.0571428571429;21.0;81.0;5.0;0.6886;nenhum
35008207;COLEGIO ABACO UNIDADE SUMARE;3550308;644.135;28.0;99.0;2.0;0.688;nenhum
35005199;ESCOLA STAGIUM;3513801;630.1602777777778;24.0;76.0;4.0;0.6874;nenhum
35115265;SAO CARLOS COLEGIO;3548906;620.8081818181819;22.0;65.0;5.0;0.6862;nenhum
27216845;COLEGIO FANTASTICO;2704302;620.767619047619;14.0;65.0;5.0;0.686;nenhum
31368687;COLEGIO PROMOVE DE SETE LAGOAS;3167202;624.3746666666667;15.0;59.0;4.0;0.686;nenhum
33129902;COLEGIO EVEREST INTERNACIONAL;3304557;616.9145454545455;22.0;73.0;5.0;0.6857;nenhum
31335746;COLEGIO LAIS FARNETTI;3167202;638.0133333333333;18.0;57.0;2.0;0.6845;nenhum
35481397;ANTONI GAUDI COLEGIO;3525904;655.2414285714286;14.0;65.0;0.0;0.6841;nenhum
43219535;COLEGIO ANGLO PORTO ALEGRE;4314902;616.3385714285714;14.0;79.0;5.0;0.6833;nenhum
29459729;INSTITUTO DE EDUCACAO JUVENCIO;2933307;638.993;20.0;76.0;2.0;0.6828;nenhum
31385069;COLEGIO BATISTA NORTE MINEIRO - UNIDADE MELO;3143302;620.21;22.0;90.0;5.0;0.6827;nenhum
31357154;COLEGIO ALPHA;3167202;628.8954545454545;22.0;89.0;4.0;0.6823;nenhum
35107700;ELVIRA BRANDAO COLEGIO;3550308;616.1544144144144;37.0;99.0;5.0;0.6823;nenhum
35143736;O BOSQUE ENSINO FUNDAMENTAL E MEDIO;3547809;641.2199999999999;15.0;41.0;3.0;0.6821;nenhum
53013182;COL ESPLANADA;5300108;642.948;15.0;81.0;2.0;0.6817;nenhum
33541221;COLEGIO DELTA VEST;3304201;647.3040000000001;15.0;68.0;1.0;0.6816;nenhum
53011872;ESCOLA MAPLE BEAR BRASILIA;5300108;624.1781818181818;11.0;38.0;5.0;0.6811;nenhum
33072426;ESC FRANCISCA PAULA DE JESUS;3304557;619.136;20.0;54.0;4.0;0.6804;nenhum
31316059;COLEGIO MAXIMUS UNIDADE SANTA LUZIA;3157807;631.0681818181819;22.0;81.0;3.0;0.6801;nenhum
33134170;CENTRO EDUCACIONAL DA ASSED;3303401;636.5872727272728;11.0;64.0;3.0;0.68;nenhum
24086770;COLEGIO BATISTA VIDA NOVA;2403251;615.6389743589745;13.0;54.0;5.0;0.6798;nenhum
28037812;COLEGIO UNI MAIS;2800308;647.0054545454545;22.0;92.0;2.0;0.6773;nenhum
35139142;MANOEL DA NOBREGA IEMANO INSTITUTO EDUCACIONAL;3513801;640.4159999999999;10.0;46.0;3.0;0.6773;nenhum
31158143;ESC STO AGOSTINHO;3168606;636.4100000000001;20.0;61.0;2.0;0.6767;nenhum
41159683;DONADUZZI C E F M P;4127700;623.504;10.0;95.0;4.0;0.6765;nenhum
33444293;COLEGIO CURSO INTELLECTUS - UNIDADE BOTAFOGO;3304557;645.1705263157895;19.0;92.0;1.0;0.675;nenhum
35119611;HARMONIA COLEGIO;3548708;627.3721212121212;33.0;93.0;4.0;0.675;nenhum
26127580;COLEGIO CONHECER;2611606;614.6366666666667;12.0;56.0;5.0;0.6747;nenhum
32083351;COLEGIO PRIMEIRO MUNDO;3205200;627.1433333333333;12.0;79.0;4.0;0.6742;nenhum
35009516;COLEGIO CONEXAO;3525300;640.5604761904762;28.0;88.0;1.0;0.6739;nenhum
51039010;CEMA - CENTRO EDUCACIONAL MARIA AUXILIADORA;5103403;618.6066666666667;21.0;74.0;5.0;0.6739;nenhum
33102341;INST METODISTA DE PETROPOLIS;3303906;641.0513333333333;10.0;40.0;2.0;0.6738;nenhum
31384275;COLEGIO BATISTA GETSEMANI - UNIDADE 2;3106200;640.1936000000001;25.0;82.0;2.0;0.6737;nenhum
33552231;COLEGIO E CURSO CARPE DIEM ASSESSORIA E EMPREENDIMENTOS LTDA;3304557;652.4576470588236;17.0;55.0;0.0;0.6734;nenhum
31350885;ESCOLA TECNICA DE FORMACAO GERENCIAL - UNIFEMM;3167202;613.7569696969697;33.0;78.0;5.0;0.673;nenhum
35109010;COLEGIO BOM JESUS SAO JOSE;3548708;618.44;16.0;74.0;5.0;0.6729;nenhum
23395630;COLEGIO ESPACO ABERTO;2304400;622.4148148148148;18.0;80.0;4.0;0.6728;nenhum
31364860;COLEGUIUM - UNIDADE GUTIERREZ ENSINO FUNDAMENTAL E MEDIO;3106200;635.0407619047619;35.0;95.0;2.0;0.6707;nenhum
31222976;REDE PROSPER POCOS DE CALDAS;3151800;621.427619047619;21.0;81.0;4.0;0.6693;nenhum
41129881;INTEGRAL COL - EDUC INF EF-EM;4106902;617.5625641025641;13.0;51.0;5.0;0.6685;nenhum
33183384;COLEGIO SARAH DAWSEY UNIDADE TIJUCA;3304557;634.72;16.0;36.0;2.0;0.6684;nenhum
32043325;MAXIME CENTRO EDUCACIONAL;3202405;617.3081481481481;27.0;82.0;5.0;0.6677;nenhum
31180599;COLEGIO ALPHA;3170701;620.2684210526317;19.0;89.0;4.0;0.6675;nenhum
43019056;COLEGIO NOSSA SENHORA AUXILIADORA;4301602;613.6168;25.0;96.0;5.0;0.6665;nenhum
35152031;SAPIENS COLLEGIUM;3503208;643.8475000000001;16.0;58.0;2.0;0.6661;nenhum
33178828;COLEGIO E CURSO AO CUBO;3304557;625.41125;16.0;92.0;4.0;0.666;nenhum
35122968;SOROCABA COLEGIO ENSINO INFANTIL E FUNDAMENTAL;3552205;643.7508641975309;27.0;92.0;2.0;0.6657;nenhum
31123501;COLEGIO FONSECA RODRIGUES;3148004;616.7077777777778;18.0;43.0;5.0;0.6653;nenhum
31004499;COLEGIO NOSSA SENHORA DO MONTE CALVARIO;3106200;612.0717647058824;17.0;57.0;5.0;0.6649;nenhum
41031814;MAE DE DEUS C - EI EF M;4113700;620.6261904761905;28.0;87.0;4.0;0.6642;nenhum
31374865;REDE M2 - PRADO;3106200;624.8321212121213;11.0;48.0;4.0;0.664;nenhum
32065310;COLEGIO APICE;3205002;624.7281818181818;22.0;80.0;4.0;0.6636;nenhum
31258644;COL MAXIMUS UNID PALMARES;3106200;626.8375;16.0;75.0;3.0;0.6626;nenhum
24085081;EJAX - ENSINO DE JOVENS E ADULTOS TERESA DE LISIEUX;2403251;611.471724137931;29.0;87.0;5.0;0.6625;nenhum
31074331;COLEGIO VIANNA JUNIOR;3136702;611.25875;16.0;92.0;5.0;0.6616;nenhum
35429612;AUBRICK ESCOLA BILINGUE MULTICULTURAL;3550308;647.2106666666666;15.0;86.0;1.0;0.6613;nenhum
33183228;COLEGIO ADVENTISTA DE MACAE;3302403;632.5295652173913;23.0;84.0;3.0;0.6609;nenhum
16011244;COLEGIO ESTACAO;1600303;620.0857142857143;21.0;79.0;4.0;0.6607;nenhum
29442826;COLEGIO VILAS;2927408;632.4453333333333;15.0;50.0;3.0;0.6607;nenhum
35143112;ATIBAIA COLEGIO;3504107;638.2533333333333;21.0;83.0;2.0;0.6604;nenhum
31005592;CLARETIANO COLEGIO;3106200;615.4426666666666;15.0;80.0;5.0;0.6596;nenhum
35165359;DAVINA GASPARINI COLEGIO;3550308;643.6043478260871;23.0;94.0;0.0;0.6595;nenhum
35174348;INTERATIVO ARARAQUARA CURSO E COLEGIO;3503208;627.8938888888889;24.0;85.0;4.0;0.6581;nenhum
33163120;COLEGIO CURSO INTELECTO;3304557;645.8333333333334;19.0;84.0;1.0;0.6576;nenhum
35172856;APOLLO COLEGIO;3523107;625.7878571428572;28.0;97.0;3.0;0.6576;nenhum
15209806;CENTRO EDUCACIONAL FONTE DO SABER;1500800;619.2753846153846;13.0;27.0;4.0;0.6566;nenhum
35133097;MAGISTRA COLEGIO;3538006;640.9757142857143;14.0;44.0;1.0;0.6564;nenhum
33064709;COLEGIO MALLET SOARES;3304557;621.6246153846154;13.0;39.0;4.0;0.6562;nenhum
16004779;COLEGIO IRMA MARIA JOSE;1600600;611.2123076923077;26.0;70.0;5.0;0.656;nenhum
26182076;ECCOPRIME ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL;2603454;619.174;10.0;48.0;4.0;0.6558;nenhum
35104206;COMPANHIA DE MARIA COLEGIO;3550308;614.0466666666666;12.0;47.0;5.0;0.6558;nenhum
21259330;COL METROPOLITANO ALIANCA;2105302;637.2282352941176;17.0;82.0;2.0;0.6556;nenhum
35143297;BASIC COLEGIO;3554102;618.466274509804;17.0;76.0;5.0;0.6538;nenhum
31380210;COLEGIO ANN MACKENZIE UNIDADE GAVEA - KARAIBA;3170206;618.7285714285715;14.0;98.0;4.0;0.6536;nenhum
35290762;ASSOCIACAO DE DESENVOLVIMENTO EDUCACIONAL CSM;3530607;640.3433333333334;18.0;58.0;1.0;0.6529;nenhum
50035690;COLEGIO EVORA;5002704;636.487;20.0;46.0;0.0;0.6525;nenhum
33087407;CENTRO EDUC ANISIO TEIXEIRA;3304557;613.7984;25.0;72.0;4.0;0.6522;nenhum
41026810;COLEGIO BOM JESUS MAE DO DIVINO AMOR;4101507;614.195652173913;23.0;79.0;5.0;0.6518;nenhum
43101127;ESC DE ENS MEDIO IMACULADA CONCEICAO;4314407;610.54125;16.0;43.0;5.0;0.6512;nenhum
35800200;COLEGIO CUNHA DE CARVALHO;3534401;640.4654545454546;22.0;65.0;2.0;0.6511;nenhum
31362417;COLEGIO COPBH - UNIDADE II;3106200;618.0028571428572;14.0;82.0;5.0;0.651;nenhum
33170509;COLEGIO UNICO LTDA;3305802;630.3188235294118;17.0;72.0;2.0;0.6509;nenhum
25125494;COLEGIO TOP;2507507;629.9588405797101;23.0;62.0;3.0;0.6507;nenhum
33034249;CENTRO EDUCACIONAL TIRADENTES;3306305;617.904;10.0;61.0;5.0;0.6506;nenhum
52110915;COLEGIO ATOS;5208707;624.42;18.0;62.0;3.0;0.6506;nenhum
28034414;COLEGIO INTELLECTUS;2800308;629.896;20.0;98.0;3.0;0.6504;nenhum
35159700;RESSURRECAO SANTA MARIA COLEGIO;3504008;621.4952777777778;24.0;77.0;4.0;0.6503;nenhum
25071068;COLEGIO DJANIRA TAVARES;2504009;629.7738461538461;13.0;61.0;3.0;0.6502;nenhum
35139373;TOULOUSE LAUTREC ESCOLA EDUC INFANTIL ENS FUNDAMENTAL MEDIO;3516200;641.1910344827586;29.0;92.0;0.0;0.65;nenhum
31375233;REDE M2 - VENDA NOVA;3106200;616.7239999999999;20.0;64.0;4.0;0.6499;nenhum
33125864;COLEGIO FRANCISCO DE ASSIS;3304557;631.4154545454545;22.0;76.0;2.0;0.6497;nenhum
28042204;COLEGIO CEPI EXPANSAO;2800308;618.0403703703703;36.0;98.0;4.0;0.6496;nenhum
33170096;INSTITUTO MAIA VINAGRE FUNDAMENTAL;3303302;609.0226086956521;23.0;64.0;5.0;0.649;nenhum
35123365;ALBERT SABIN CENTRO DE EDUCACAO E CULTURA CECAS;3549805;620.9396666666667;20.0;73.0;4.0;0.6472;nenhum
35162164;VILLA LOBOS COLEGIO;3548708;639.6938461538462;13.0;43.0;2.0;0.6467;nenhum
31218553;COLEGIO ATENA;3104007;620.8716666666667;36.0;82.0;4.0;0.6463;nenhum
42104637;COLEGIO ADVENTISTA DE CHAPECO;4204202;625.3728571428571;14.0;99.0;4.0;0.6463;nenhum
33149437;COLEGIO ACAO 1;3304557;638.892;10.0;23.0;1.0;0.6457;nenhum
35102490;PAULA MONTALT MADRE COLEGIO;3550308;609.3111111111111;18.0;68.0;5.0;0.6453;nenhum
42000793;ESCOLA DINAMICA;4205407;620.5260000000001;10.0;49.0;4.0;0.6444;nenhum
35158379;CENTRO ED PROPEDEUTICO EI ENSINO FUNDAMENTAL MEDIO E EJA;3538006;620.4290322580645;31.0;84.0;4.0;0.6434;nenhum
21226253;CE JOAO PAULO II;2100055;612.3970370370371;18.0;73.0;5.0;0.643;nenhum
42005728;COLEGIO LEGADO;4218707;620.1571428571428;21.0;89.0;4.0;0.6418;nenhum
35438170;AFAM COLEGIO UNIDADE SAO MIGUEL;3550308;637.860761904762;35.0;91.0;1.0;0.6417;nenhum
35008681;COLEGIO CIVICO MILITAR;3549805;620.089696969697;11.0;74.0;4.0;0.6413;nenhum
51064529;COLEGIO VILA REAL LTDA - ME;5103403;627.7712121212121;22.0;92.0;3.0;0.641;nenhum
35163326;INTEGRACAO COLEGIO;3550308;627.7523076923077;26.0;87.0;3.0;0.6408;nenhum
29410991;CENTRO DE EDUCACAO M FIGUEIREDO;2910800;613.9642105263158;19.0;76.0;4.0;0.6403;nenhum
21290695;COLEGIO BATISTA MARANHENSE CALHAU;2111300;623.6636363636363;22.0;92.0;2.0;0.64;nenhum
35010308;COLEGIO DEGRAU AMBIENTAL;3502804;633.7518181818182;22.0;91.0;2.0;0.6397;nenhum
33182078;COLEGIO PONTO DE APOIO DE TERESOPOLIS;3305802;637.4322222222222;18.0;69.0;1.0;0.6395;nenhum
