codigo_escola;NO_ENTIDADE;cidade;snippets
33102830;EDUCANDARIO MIOSOTIS;Nova Friburgo;"Sou Aluno — Alameda Eduardo Guinle, 265, Centro - Nova Friburgo - RJ (22) 2523-9449 · (22) 2523-9449 educandario@miosotis.com.br. Site por. Contato pelo whatsapp. Ano de ... | Educandario Miosotis — Educandario Miosotis ... Rua Francisco Luís Fernandes, 42 - Conselheiro Paulino, Nova Friburgo ... Material didático de qualidade; Atendimento ... | ENEM 2014 — COLEGIO SAO JOAO BATISTA NOVA FRIBURGO, NOVA FRIBURGO, RJ ... SOMEC SISTEMA DE ENSINO, RIO DE JANEIRO, RJ, Privada, De 20% a 40%, Médio ..."
25132598;COLEGIO BATISTA BRASIL - PRAIA - JOAO PESSOA;João Pessoa;Busca de escolas, municípios e estados — COLEGIO BATISTA BRASIL - PRAIA - JOAO PESSOA. SENADOR RUY CARNEIRO, 1225 ... SISTEMA DE ENSINO FUNDAMENTAL E MEDIO LTDA - ME - COLEGIO DOM BOSCO JOAO ... | Colégio Batista Brasil - Praia - João Pessoa — Colégio Batista Brasil - Praia - João Pessoa é uma escola particular em João ... Sistema de Ensino Conviver. Varadouro, João Pessoa-PB. Centro de ... | Taxa de Distorção Idade/Série - João Pessoa — COLEGIO BATISTA BRASIL - PRAIA - JOAO PESSOA. 1,3%. COLEGIO CEFA JR. 20 ... SISTEMA DE ENSINO PRIMEIROS PASSOS KIDS. 17,1%. SISTEMA EDUC GENIUS LTDA ...
50007718;COLEGIO ALMIRANTE TAMANDARE;Campo Grande;Campo Grande-EB – Conselho Estadual de Educação — CCAT – Colégio e Curso Almirante Tamandaré anteriormente COLÉGIO ALMIRANTE TAMANDARÉ ... S.E.U Sistema de Ensino Unificado · SEALP – Educação Infantil, Ensino ... | Colégio CCAT (@colegioccat) · Campo Grande, MS — ✨ Parabéns, Campo Grande! ✨ Hoje celebramos a nossa querida Cidade Morena, terra de belezas, cultura e povo acolhedor. ☀️ O Colégio Almirante Tamandaré ... | Participei da Culminância das Eletivas 2026 do Colégio ... — ... Colégio Almirante Tamandaré – Paraná Integral, ao lado do vereador ... Campo Grande, em Estância Velha. Ele levou o neto Francisco Link ...
51039877;COLEGIO SALESIANO SAO GONCALO - ESCOLA DE EDUCACAO BASICA;Cuiabá;Busca de escolas, municípios e estados — COLEGIO SALESIANO SAO GONCALO - ESCOLA DE EDUCACAO BASICA. DOM BOSCO, 605. DOM AQUINO. 78015180 Cuiabá - Mato Grosso. Rede privada / Urbana · COLEGIO SAO MATEUS ... | RESULTADO POR REGIÃO — COLEGIO SALESIANO SAO GONCALO - ESCOLA DE EDUCACAO BASICA. MATO GROSSO. CUIABÁ ... SISTEMA DE ENSINO PHYSICS AMAPÁ LTDA. AMAPÁ. MACAPÁ. PRATA. 25. 1698188 ... | Plan1 — COLEGIO SALESIANO SAO GONCALO - ESCOLA DE EDUCACAO BASICA, 91, 72. 949, 2016, 51 ... SISTEMA DE ENSINO SAO BENEDITO, 16, 16. 983, 2016, 51, Cuiabá, 51038811, EMEB ...
35102787;NOTRE DAME COLEGIO;São Paulo;Alunos Premiados de Escolas Privadas - OBMEP 2017 — ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA, P, SÃO PAULO, SP, Bronze. Nível 3 ... ZETA SISTEMA DE ENSINO DE PROMISSAO, P, PROMISSAO, SP, Bronze. MIRIAM HARUMI ... | Ensino — ... São Paulo. ADEMAR CARLOS NUNES NETO. 2º ano - Ensino Médio. 15. 18 COLEGIO ... NOTRE DAME COLEGIO. 35102787 SP. São Paulo. ALICE GOES SALAES. 2º ano - Ensino ... | Escolas em Sumaré na cidade de São Paulo — Logo - notre dame colegio. Notre Dame Colegio. 4.2(8). Sumare - São Paulo - SP ... Material Didático Incluso. Vagas 2026. Vagas 2026. R$ 2.847,94. R$ 1.993,56 ...
29181658;COLEGIO SAO LAZARO;Salvador;Alunos Premiados de Escolas Privadas - 20ª OBMEP 2025 — DAVI SALVADOR DALESSIO, ESCOLA SESI OSCAR MAGALHAES FERREIRA - UNIDADE ... SEI - SISTEMA DE ENSINO INTERATIVO, P, RIO DE JANEIRO, RJ, Bronze. BIANCA CORRÊA ... | Apesar de novo piso, salário de professor continua baixo — COLEGIO SAO LAZARO, 593,20, 621,54. 45º, TEIXEIRA DE FREITAS, Privada ... SISTEMA DE ENSINO MESON PI, 551,33, 653,47. 30º, PARAUAPEBAS, Privada ... | Listado de Colegios en Brasil | PDF — SISTEMA DE ENSINO FUNDAMENATAL MEDIO E SUPERIOR LTDA-CDF-SUL. PB. 7312. SUELI ... CE SALVADOR DE MENDONCA. RJ. 8339. INSTITUTO PRESBITERIANO VALE DO ...
15181456;COLEGIO IDEAL BATISTA CAMPOS;Belém;"Curso Gama e Mersenne, em parceria com o colégio Ideal, ... — ... Colégio Ideal Batista Campos. Nosso curso vai oferecer a você ... APOSTILA DE QUESTÕES Apostila de questões inclusa! Aluno Maximus R ... | Colégio Sucesso on Instagram: ""O Sucesso está de matrículas ... — Time de professores renomado, material didático completo, simulados e muito mais para a sua aprovação! ... Belém é a primeira cidade do norte do ... | Busca de escolas, municípios e estados — COLEGIO IDEAL BATISTA CAMPOS. DOS PARIQUIS, 1443. BATISTA CAMPOS. 66033107 Belém ... 66070-500 Belém - PA. Rede privada / Urbana · SISTEMA DE ENSINO CONFIANCA."
22144196;COLEGIO EQUACAO CERTA LESTE;Teresina;Vamos brincar um pouco? Onde está o Chaguinha? Kkkk ... — ... Teresina, um grande professor e a partir de hoje nós tamo iniciando ... COLÉGIO EQUAÇÃO CERTA LESTE 88 647,59 COLÉGIO EQUAÇÃO CERTA ... | Busca de escolas, municípios e estados — CENTRO MUNICIPAL DE EDUCACAO INFANTIL LIMOEIRO. RURAL, S/N. AREA RURAL DE TERESINA. 64099899 Teresina - Piauí. Rede municipal / Rural ... CPI SISTEMA DE ENSINO. | DESTAQUE Colégio Diocesano Padre Anchieta é destaque ... — ... COLÉGIO EQUAÇÃO CERTA - LESTE 93 5 656,93 COLÉGIO SÃO FRANCISCO DE ... Teresina Instituto São José 773,83 O ranking considera a média ...
31096270;COLEGIO PADRAO;Montes Claros;"Escola Particular em Montes Claros, MG - Colégio Padrão — Missão & ValoresEnsinoGestãoEsportePadrão PlusMaterial DidáticoInfraestrutura ... © 2026 Colégio Padrão — Escola Particular em Montes Claros, MG. Todos os ... | Alunos Premiados de Escolas Privadas - 20ª OBMEP 2025 — Alunos Premiados de Escolas Privadas - 20ª OBMEP 2025 ; MARCUS VINICIUS FONSECA NEVES NORONHA, SISTEMA DE ENSINO FOCO, P · MONTES CLAROS, MG ... | Ranking de escolas no ENEM na cidade de Montes Claros — col marista sao jose · roxo verde • Montes Claros - MG. Nota ENEM: 673.14 ; colegio padrao · sao luiz • Montes Claros - MG. Nota ENEM: 668.93 ; sistema de ensino ..."
33109923;COL BAHIENSE LTDA;Rio de Janeiro;Escolas Particulares — RIO DE JANEIRO (CONTINUAÇÃO) 2263 - COL BARROS NASCIMENTO 2264 - COL BATISTA ... 2500 - SISTEMA DE ENSINO INTEGRADO SEIS LTDA 2501 - SOC EDUC BOTAFOGO ... | Posição no ranking - média objetiva Nome da escola ... — ... Rio de Janeiro. RJ. 701,1. 843,4. 693,0. 683,0. 637,0. 792,0. 16. COLEGIO MAGNUM ... COL BAHIENSE LTDA. Rio de Janeiro. RJ. 646,8. 755,1. 648,0. 617,0. 623,0. 699 ... | Alunos Premiados de Escolas Privadas — COL BAHIENSE LTDA, P, RIO DE JANEIRO, RJ, Bronze. 4, FREDERICO ROCHA BOLLER ... SEI - SISTEMA DE ENSINO INTERATIVO, P, RIO DE JANEIRO, RJ, Bronze. LEONARDO ...
53001389;COL SAGRADO CORACAO DE MARIA;Brasília;Escolas Particulares — 2403 - COL SAGRADO CORAÇÃO DE MARIA 2404 - COL SALESIANO 2405 - COL ... 2500 - SISTEMA DE ENSINO INTEGRADO SEIS LTDA 2501 - SOC EDUC BOTAFOGO LTDA ... | LISTA DOS ALUNOS DO NONO ANO COM NOTA MAIOR ... — Col. Sagrado Coração de Maria. JOÃO VITOR MATTEOLI DELFINO. SANTANA CHAVES ... Zeta Sistema de Ensino de Birigui. GABRIEL MARCENTE FADIL. SÃO PAULO. Birigüi. | Medalhistas de Ouro por Escola | PDF | São Paulo — AUGUSTO OLIVEIRA SILVA COL LA SALLE AGUAS CLARAS DISTRITO FEDERAL Brasília LAURA TERESA LOPES SILVA COL SAGRADO CORACAO DE MARIA DISTRITO FEDERAL Brasília
41071913;NOSSA SRA AUXILIADORA COL EI-EF-EM;Cascavel;Alunos Premiados de Escolas Privadas - 16ª OBMEP — NOSSA SRA AUXILIADORA COL EI-EF-EM, P, CASCAVEL, PR, ---, Sim. ISABELLE QUEIROZ ... COLEGIO MARISTA DE CASCAVEL, P, CASCAVEL, PR, ---, Sim. VITOR H ROSSI DE SOUZA ... | Lista de Colégios Privados no Brasil | PDF | São Paulo — SISTEMA DE ENSINO MESON PI. PA. CASTANHAL. Privada. Urbana. 102. INSTITUTO FEDERAL ... NOSSA SRA AUXILIADORA COL EI-EF-EM. PR. CASCAVEL. Privada. Urbana. 24 ... | Notas Médias do ENEM 2010 dos alunos concluintes do ... — ... CASCAVEL. NOSSA SRA AUXILIADORA COL EI-EF-EM. PRIVADA. 19. 19. 582,31. 614 ... SISTEMA DE ENSINO ENERGIA LAGES. PRIVADA. 61. 61. 559,69. 598,83.
43037682;COLEGIO LA SALLE;Canoas;guia da escola 2026 - colégio la salle canoas — Colégio São José de Canoas, passa a se chamar Colégio La Salle Canoas. ... apresentar o material didático solicitado, sendo registrado no sistema. | Conheça nossas atividades Extraclasses! No Colégio La ... — Os Irmãos chegaram, mas o material didático ... PANDORA COLÉGIO SALESIANO DOM BOSCO PASTORAL Antoniana COLÉGIO LA SALLE CANOAS - RS La Salle ... | ✨ No Colégio La Salle Canoas, acreditamos que a ... — ✨ No Colégio La Salle Canoas, acreditamos que a formação integral começa desde cedo! ... CONQUISTA SOLUÇÃO EDUCACIONAL. Nossa parceria com ...
35105961;BEATISSIMA VIRGEM MARIA INSTITUTO DE EDUCACAO;São Paulo;"Beá on Instagram: """" Conheça o Ensino Fundamental I no ... — ... SISTEMA DE ENSINO MARY WARD INSTITUTUTO DE EDUCAÇÃO BEATÍSSIMA ... SÃO PAULO aqui o trabalho não para Homenagem Especial... Instituto ... | Primeira parte da live realizada com o Colégio Beatíssima ... — ... Beatíssima Virgem Maria Instituto de Educação com o tema: ""Como ... Receberemos LariAdapta, produtora de material didático acessível e ... | Alunos Premiados de Escolas Privadas — RIO CLARO SISTEMA DE ENSINO, P, RIO CLARO, SP, Sim. ANDRE HENRIQUE ALMEIDA GIANETTI DE SOUZA, ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA, P, SAO PAULO, SP, Sim."
35155073;COLEGIO BATISTA BRASIL VILA MARIANA;São Paulo;Colégio Batista Mineiro | 🛍️💰Os estudantes do 4º ano ... — A turminha do 1º período A e B do Colégio Batista Brasil - Vila Mariana (São Paulo) viveu um momento de muita diversão e aprendizagem com a ... | Pequenos exploradores em ação! 🔎🌿 As crianças da 1ª fase do ... — No 1º período da Educação Infantil do Colégio Batista Brasil – Vila Mariana, a aprendizagem acontece por meio da investigação e da descoberta. | A Associação Escola Suíço-Brasileira (AESB), referência em ... — Oi pessoal, estamos aqui na Bett em São Paulo trazendo um pouco da experiência do Avanti. ... O grande diferencial está no material didático: ...
35101278;SAO JOSE COLEGIO AGOSTINIANO;São Paulo;Alunos Premiados de Escolas Privadas - 16ª OBMEP — ZETA SISTEMA DE ENSINO DE BIRIGUI, P, BIRIGUI, SP, Sim. MARIA EDUARDA BATISTA SÁ ... JUNTA DE EDUCAÇÃO DA CONVENÇÃO BATISTA DO ESTADO DE SÃO PAULO, P, BAURU ... | Sao Jose Colegio Agostiniano - São Paulo - SP — ... São Paulo no bairro Chacara Tatuape, como foi o seu desempenho no IDEB ... Sao Jose Colegio Agostiniano. Sao Jose Colegio Agostiniano ... material didático e jogos ... | Ensino — ... São Paulo. ADEMAR CARLOS NUNES NETO. 2º ano - Ensino Médio. 15. 18 COLEGIO ... SAO JOSE COLEGIO AGOSTINIANO. 35101278 SP. São Paulo. Alejandro Lorenzo Soares ...
50015877;ESCOLA PRESBITERIANA ERASMO BRAGA;Dourados;A Escola Presbiteriana Erasmo Braga, uma instituição com 85 ... — Nosso sistema de ensino é baseado no renomado ... Há 87 anos, a Escola Presbiteriana Erasmo Braga faz parte da história de Dourados,. | Preparação de verdade acontece com prática. Na Escola ... — ... Dourados #DouradosMS #Simulado #ENEM #Vestibular #EnsinoMédio ... Na Escola Presbiteriana Erasmo Braga, os alunos realizam simulados ... | Escola Erasmo Braga completa 75 anos Matéria do dia 27 ... — ... material didático utilizado em sala de aula é do ... Escola Presbiteriana Erasmo Braga ... Escola Presbiteriana Erasmo Braga, a mais antiga de Dourados, completa 75 ...
23071400;SANTA ISABEL COLEGIO;Fortaleza;"https://www.cearatransparente.ce.gov.br/attachment... — ... Fortaleza"";23064641;""21 DE ABRIL COLEGIO"";""Privada"";2;0;0;0;0;0;0;2 21 ... SANTA ISABEL COLEGIO"";""Privada"";11;3;21;6;0;1;0;39 21;""SEFOR 1"";2304400 ... | Busca de escolas, municípios e estados — 60442642 Fortaleza - Ceará. Rede privada / Urbana · ALTERNATIVO SISTEMA DE ENSINO. RUA DOUTOR RIBAMAR LOBO, 363 PAPICU. 60176-145 Fortaleza - CE. Rede privada ... | MEDALHA DE OURO — SANTA ISABEL COLEGIO FRANCISCANO. SÃO PAULO. São Paulo. MARIA EDUARDA ... ZETA SISTEMA DE ENSINO DE BIRIGUI. SÃO PAULO. Birigui. HUANG PO CHIANG. NIPO ..."
11049073;COLEGIO SAPIENS - UNIDADE INTENSIVO;Porto Velho;Enem 2025: conheça as 15 escolas com as maiores notas ... — Centro de Ensino Classe A - 644,87 - Porto Velho (Rondônia) - Particular - 92% ... Colégio Sapiens - Unidade Intensivo - 628,29 - Porto ... | Enem 2025: conheça as 15 escolas com as maiores notas ... — Colegio Sapiens - Unidade Intensivo - Porto Velho ... Colegio Adventista de Porto Velho - Porto Velho - Nova Porto Velho - Nota: 591.34.
35500033;CIDADE RIO PRETO COLEGIO;São José do Rio Preto;Alunos Premiados de Escolas Privadas - 16ª OBMEP — CIDADE RIO PRETO COLEGIO, P, SÃO JOSÉ DO RIO PRETO, SP, Bronze, ---. GUILHERME ... COLEGIO KELVIN SISTEMA DE ENSINO CATANDUVA, P, CATANDUVA, SP, ---, Sim. | Ensino — ... São José do Rio Preto. AFONSO EMÍDIO SARAIVA SOARES ALCANFÔR. 3º ano - Ensino ... CIDADE RIO PRETO COLEGIO. 35500033 SP. São José do Rio Preto. AMANDA ... | Alunos Premiados de Escolas Privadas - 16ª OBMEP — ZETA SISTEMA DE ENSINO DE BIRIGUI, P, BIRIGUI, SP, Sim. MARIA EDUARDA BATISTA ... SOCIEDADE EDUCACIONAL INVICTUS DE SÃO JOSÉ DO RIO PRETO LTDA, P, SÃO JOSÉ DO ...
50007858;COLEGIO SALESIANO DOM BOSCO;Campo Grande;No Colégio Salesiano Dom Bosco, cada momento vivido é ... — Vem estudar no Colégio Salesiano Dom Bosco de Campo Grande. Aqui é ... E ainda receber o material didático totalmente gratuito no ano que vem. | No Colégio Salesiano Dom Bosco, educamos com amor, ... — Sistema de Ensino Dom Bosco by SAE Digital Colégio São Luís ... Vem estudar no Colégio Salesiano Dom Bosco de Campo Grande. Aqui é ... | Escolas Salesianas — ... material didático impresso e digital próprio, no desenvolvimento de uma ... Colégio Salesiano Dom Bosco SALVADOR - BA Endereço: AV Divino Espírito ...
35165049;PAULO FREIRE COLEGIO;Paulínia;Busca de escolas, municípios e estados — PAULO FREIRE COLEGIO. JOSE PAULINO, 2931 - AVENIDA. MORUMBI. 13140723 Paulínia - São Paulo. Rede privada / Urbana · PEQUENO APRENDIZ. | Escolas em Santa Terezinha - Paulínia - SP — Paulo Freire Colegio. Sem avaliações. Santa Terezinha - Paulínia - SP. Saiba ... Material Didático Incluso. Infantil em alta! Vagas 2026. R$ 1.150,79. R$ 863 ... | Alunos Premiados de Escolas Privadas - 16ª OBMEP — ZETA SISTEMA DE ENSINO DE BIRIGUI, P, BIRIGUI, SP, Sim. MARIA EDUARDA BATISTA SÁ ... COLEGIO PAULÍNIA, P, PAULINIA, SP, Sim. 554, DAVI HENRIQUE GERALDO, SESI 357 ...
43042929;COLEGIO SAO JOAO BATISTA;Caxias do Sul;Rede Particular - 2015 - Secretaria da Educação — 4 Caxias do Sul. 43042929 COLEGIO SAO JOAO BATISTA. Urbana. RUA JOSE DE CARLI. 850. UNIVERSITARIO. 95041290 54 32045300 SECRETARIA@COLEGIOSJBCAXIAS.COM.BR. 4 ... | Detalhado - NÃO PAGAS - Portal Gov.br — SISTEMA DE ENSINO VESTIBULANDO, 15587983, 560, PDDE-EDUCAC?O ESPECIAL ... COLEGIO SAO JOAO BATISTA, 43042929, 680, PDDE-EDUCAC?O ESPECIAL, PARTICULAR, 6. 1594 ... | ENEM 2014 — COLEGIO SAO JOAO BATISTA NOVA FRIBURGO, NOVA FRIBURGO ... CENTRO TECNOLOGICO UNIVERSIDADE CAXIAS DO SUL - UNIDADE DE ENSINO DE CAXIAS DO SUL ...
35172625;CEI - COLEGIO DE EDUCACAO INTEGRAL;Franca;Franca — CEI - COLEGIO DE EDUCACAO INTEGRAL. CAMPOS SALLES, 1289 - RUA. CENTRO ... NOVO COLEGIO SISTEMA DE ENSINO DE FRANCA LTDA. FRANCISCO PESCE, 310 - RUA ...
35104607;PALMARES COLEGIO EFM;São Paulo;Alunos Premiados de Escolas Privadas — RIO CLARO SISTEMA DE ENSINO, P, RIO CLARO, SP, Sim. ANDRE HENRIQUE ALMEIDA GIANETTI DE SOUZA, ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA ... PALMARES COLEGIO EFM ... | Notas Médias do ENEM 2010 dos alunos concluintes do ... — ... SÃO PAULO. JUNDIAI. CRISTAO DE JUNDIAI CCJ COLEGIO. PRIVADA. 16. 16. 614 ... PALMARES COLEGIO EFM. PRIVADA. 62. 62. 647,6. 706,8. 752,36. 646,23. | Lista de Escolas por Estado e Cidade | PDF | Rio de Janeiro — PALMARES COLEGIO EFM 45 São Paulo SP COLEGIO MARISTA SAO JOSE 59 Rio de ... SISTEMA DE ENSINO FUNDAMENATAL MEDIO E SUPERIOR LTDA-CD 57 João Pessoa PB
52033090;COLEGIO SHALLON - UNIDADE I;Goiânia;"Busca de escolas, municípios e estados — SISTEMA DE ENSINO MILENIO. AVENIDA 24 DE OUTUBRO, 3110 AEROVIARIO. 74435-090 Goiânia - GO. Rede privada / Urbana · SISTEMA DE ENSINO VITORIA ESCOLA OFICINA DE ... | Resultado Enem Goiânia: escolas com melhores e piores ... — Resultado Enem 2019 em Goiânia ; 39 · 40 · 41 ; COLEGIO SHALLON – UNIDADE I · INSTITUTO PRESBITERIANO DE EDUCACAO · COLEGIO UNUS ; 552.62 · 552.42. | Escolas no município de Goiânia - GO — 74820-060 Goiânia - GO. (62) 32419540, Privada, Educação Infantil, Ensino Fundamental. COLEGIO SHALLON - UNIDADE I, RUA FORTALEZA, 261 SETOR URIAS MAGALHAES ..."
