codigo_escola;NO_ENTIDADE;codigo_municipio;rank_municipio;n_escolas_confiaveis_municipio;segmento_comercial;rede_propria_poliedro;enem_media_geral;qtd_participantes_enem;indice_infra;QT_MAT_MED;score_destaque;produto_alvo;enem_media_geral_2024;qtd_participantes_enem_2024;enem_media_2anos;delta_enem_2025_2024;cidade;UF;score_priorizacao_cidade;distrito;LATITUDE;LONGITUDE;cep;bairro;granularidade_geo;renda_mediana_responsavel;renda_categoria;sistema_ensino_identificado;confianca;ja_cliente_poliedro_qualquer_marca
33166927;COLEGIO APROVADO;3302403;2,0;11;Desafiante (2º-5º local);False;671,885172413793;58,0;3,0;173,0;0,795;Poliedro;658,2167708333334;64,0;664,7148633879781;13,668401580459658;Macaé;RJ;0,7161;Macaé;-22,40282328;-41,81313492;27930045;GRANJA DOS CAVALEIROS;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);Poliedro;confirmado;True
27227189;COLEGIO DE EDUCACAO BASICA SANTA ESMERALDA;2700300;3,0;15;Desafiante (2º-5º local);False;645,1627272727272;66,0;5,0;189,0;0,794;Poliedro;631,8635616438356;73,0;638,178273381295;13,299165628891616;Arapiraca;AL;0,5023;Arapiraca;-9,755405;-36,652085;57313170;BRASILIA;nao_aplicavel;1212,0;Baixa (< R$ 1.800);SAS (Arco Educação);confirmado;False
33149780;SISTEMA ELITE DE ENSINO;3304557;57,0;344;Outras posições;False;690,0099999999999;12,0;2,0;329,0;0,794;Poliedro;731,0100000000001;12,0;710,5099999999999;-41,00000000000023;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;-22,87693595;-43,34160517;21310150;MADUREIRA;bairro;2000,0;Média (R$ 1.800-2.999);próprio (Elite Rede de Ensino, Grupo Salta);provavel_proprio;False
35185619;ATOMO COLEGIO;3541406;2,0;13;Desafiante (2º-5º local);False;671,0804347826087;46,0;3,0;169,0;0,794;Poliedro;656,7169696969697;33,0;665,080506329114;14,36346508563895;Presidente Prudente;SP;0,7561;Presidente Prudente;-22,1233412;-51,4196071;19060740;CENTRAL PARK RESIDENCE;nao_aplicavel;2300,0;Média (R$ 1.800-2.999);COC (Arco Educação);confirmado;False
22143459;CEV- COLEGIO UNIDADE 04;2211001;18,0;52;Outras posições;False;649,1135294117647;34,0;4,0;123,0;0,793;Poliedro;660,2938775510204;49,0;655,7139759036144;-11,18034813925567;Teresina;PI;0,7817;Teresina;;;64001300;CENTRO;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);próprio (Sistema CEV de Ensino);confirmado;False
43121900;COLEGIO MARISTA SANTA MARIA;4316907;2,0;12;Desafiante (2º-5º local);False;640,5069565217391;23,0;5,0;74,0;0,793;Poliedro;650,7345454545454;33,0;646,5339285714284;-10,22758893280627;Santa Maria;RS;0,809;Santa Maria;-29,68807;-53,80924;97015373;CENTRO;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);Marista (FTD, rede fechada);confirmado;False
31358428;COLEGUIUM - UNIDADE ALIPIO DE MELO;3106200;40,0;110;Outras posições;False;659,8189655172414;58,0;3,0;208,0;0,793;Poliedro;661,2597948717948;65,0;660,5803794037939;-1,4408293545534434;Belo Horizonte;MG;0,9738;Belo Horizonte;-19,8928812;-44,0013676;30840110;ALÍPIO DE MELO;nao_aplicavel;3400,0;Média-Alta (R$ 3.000-4.999);próprio (Coleguium Rede de Ensino);confirmado;False
35144952;ARGUMENTO COLEGIO;3550308;37,0;516;Outras posições;False;659,4363585434173;119,0;3,0;434,0;0,793;Poliedro;649,5409855072463;115,0;654,573247863248;9,895373036171009;São Paulo;SP;0,8116;Ermelino Matarazzo;-23,4994111;-46,4714531;3807000;VILA ROBERTINA;distrito;2000,0;Média (R$ 1.800-2.999);Objetivo;confirmado;False
31220094;COL NACIONAL;3170206;7,0;21;Outras posições;False;656,0348370927318;133,0;4,0;333,0;0,792;Poliedro;659,8693785310735;118,0;657,8375298804781;-3,834541438341717;Uberlândia;MG;0,8643;Uberlândia;-18,9077869;-48,2766656;38400336;MARTINS;nao_aplicavel;2800,0;Média (R$ 1.800-2.999);próprio (material institucional, programa 'Tem Jeito Sim!');provavel_proprio;False
33175195;REDE AZ COLEGIO E CURSO UNIDADE LICENCIADA ILHA;3304557;58,0;344;Outras posições;False;682,1869565217391;23,0;1,0;67,0;0,792;Poliedro;674,1693333333334;15,0;679,022105263158;8,017623188405764;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;;;21940005;JARDIM GUANABARA;bairro;6000,0;Alta (≥ R$ 5.000);Ecossistema AZ (Grupo SEB/Conexia);confirmado;False
42160383;COLEGIO AZ FLORIPA;4205407;1,0;30;Líder local;False;710,5575;56,0;1,0;123,0;0,792;Poliedro;690,8092857142857;56,0;700,683392857143;19,74821428571431;Florianópolis;SC;0,9306;Florianópolis;;;88010320;CENTRO;nao_aplicavel;7500,0;Alta (≥ R$ 5.000);Ecossistema AZ (Grupo SEB/Conexia);confirmado;False
33177627;COLEGIO PH;3304557;59,0;344;Outras posições;False;659,3002531645569;79,0;3,0;240,0;0,792;Poliedro;664,9207843137254;51,0;661,5052307692307;-5,620531149168528;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;;;22795380;RECREIO DOS BANDEIRANTES;bairro;6000,0;Alta (≥ R$ 5.000);pH (Cogna/SOMOS);confirmado;False
35579403;COLEGIO ELITECOL;3509502;6,0;47;Outras posições;False;688,4893333333333;75,0;2,0;251,0;0,792;Poliedro;694,1046153846154;65,0;691,0964285714285;-5,615282051282065;Campinas;SP;0,82;Campinas;-22,8506642;-47,0433513;13087560;PARQUE RURAL FAZENDA SANTA CANDIDA;nao_aplicavel;3000,0;Média-Alta (R$ 3.000-4.999);Sistema Elite de Ensino;confirmado;False
29359287;COLEGIO PIRAMIDE;2919207;3,0;8;Desafiante (2º-5º local);False;644,3792592592594;27,0;5,0;121,0;0,792;Poliedro;618,4929411764706;34,0;629,9508196721312;25,88631808278876;Lauro de Freitas;BA;0,7809;Lauro de Freitas;-12,89867;-38,32583;42703520;CENTRO;nao_aplicavel;3001,0;Média-Alta (R$ 3.000-4.999);livro didático avulso (múltiplas editoras);confirmado;False
31244457;COLEGIO SANTA MARIA MINAS - UNIDADE NOVA SUICA;3106200;41,0;110;Outras posições;False;648,5789285714285;56,0;4,0;222,0;0,792;Poliedro;647,8019047619048;84,0;648,1127142857143;0,7770238095237119;Belo Horizonte;MG;0,9738;Belo Horizonte;-19,93575;-43,97803;30421265;NOVA SUISSA;nao_aplicavel;5000,0;Alta (≥ R$ 5.000);SAS (Arco Educação);confirmado;False
33027722;COLEGIO FRANCISCANO SAGRADO CORACAO DE JESUS;3300704;1,0;12;Líder local;False;643,6770588235295;34,0;4,0;108,0;0,792;Poliedro;643,5151351351352;37,0;643,5926760563381;0,1619236883942676;Cabo Frio;RJ;0,601;Cabo Frio;;;28907000;CENTRO;nao_aplicavel;1900,0;Média (R$ 1.800-2.999);SM (Editora SM);confirmado;False
50032100;COLEGIO BIONATUS II;5002704;4,0;31;Desafiante (2º-5º local);False;708,8142857142857;28,0;1,0;28,0;0,791;Poliedro;728,7792857142857;28,0;718,7967857142856;-19,965000000000032;Campo Grande;MS;0,789;Campo Grande;-20,45458;-54,60272;79020220;JARDIM DOS ESTADOS;nao_aplicavel;10000,0;Alta (≥ R$ 5.000);próprio (Sistema Bionatus);confirmado;False
43173217;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO SANTA MONICA;4314407;3,0;10;Desafiante (2º-5º local);False;640,275;28,0;5,0;76,0;0,791;Poliedro;645,4882758620689;29,0;642,9273684210526;-5,21327586206894;Pelotas;RS;0,7278;Pelotas;-31,76724;-52,34443;96020220;CENTRO;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);Positivo (Arco Educação);confirmado;False
23025646;COLEGIO FARIAS BRITO SOBRALENSE;2312908;2,0;6;Desafiante (2º-5º local);False;638,9935922330096;103,0;5,0;264,0;0,791;Poliedro;648,8578431372549;102,0;643,9016585365854;-9,864250904245296;Sobral;CE;0,271;Sobral;-3,685776;-40,34404;62011270;CENTRO;nao_aplicavel;1240,0;Baixa (< R$ 1.800);Farias Brito (SFB);confirmado;False
29488591;COLEGIO ANCHIETA;2927408;13,0;90;Outras posições;False;708,3850000000001;12,0;1,0;55,0;0,791;Poliedro;;;708,3850000000001;;Salvador;BA;0,7909;Salvador;;;41740090;PITUACU;nao_aplicavel;1800,0;Média (R$ 1.800-2.999);próprio (currículo internacional/IB);provavel_proprio;False
43109330;SISTEMA EDUCACIONAL BOA VISTA;4314902;17,0;61;Outras posições;False;634,74;46,0;5,0;146,0;0,791;Poliedro;628,3158823529412;34,0;632,0097499999999;6,424117647058779;Porto Alegre;RS;0,9276;Porto Alegre;-30,02490833;-51,173795;91340430;BOA VISTA;nao_aplicavel;8000,0;Alta (≥ R$ 5.000);próprio (material institucional);provavel_proprio;False
31324663;SIC - ESCOLA PROFISSIONALIZANTE SANTO AGOSTINHO;3106200;42,0;110;Outras posições;False;648,4162241887905;113,0;4,0;531,0;0,791;Poliedro;651,7717894736842;95,0;649,9488141025641;-3,3555652848937143;Belo Horizonte;MG;0,9738;Belo Horizonte;-20,0014654;-44,0111417;30626110;BRASIL INDUSTRIAL BARREIRO;nao_aplicavel;3001,0;Média-Alta (R$ 3.000-4.999);não identificado;nao_identificado;False
21272921;INST EDUCACIONAL SUL MARANHENSE COC;2105302;2,0;11;Desafiante (2º-5º local);False;643,4172;25,0;4,0;90,0;0,791;Poliedro;654,2877777777778;18,0;647,9676744186047;-10,87057777777784;Imperatriz;MA;0,4802;Imperatriz;-5,51133335;-47,47485608;65903090;MARANHÃO NOVO;nao_aplicavel;1215,0;Baixa (< R$ 1.800);COC (Arco Educação);confirmado;False
35113426;SAO JOSE COLEGIO;3526902;2,0;15;Desafiante (2º-5º local);False;649,373076923077;26,0;5,0;130,0;0,791;Poliedro;663,622641509434;53,0;658,932911392405;-14,249564586356996;Limeira;SP;0,663;Limeira;-22,5609025;-47,4015669;13480048;CENTRO;nao_aplicavel;2300,0;Média (R$ 1.800-2.999);Poliedro;confirmado;True
35118503;ALBERT SABIN ESCOLA DE ENSINO MEDIO;3543402;8,0;38;Outras posições;False;655,1941002949852;113,0;4,0;368,0;0,79;Poliedro;647,4866666666667;152,0;650,7732327044025;7,70743362831854;Ribeirão Preto;SP;0,9014;Ribeirão Preto;-21,2090671;-47,8230368;14026240;VILA ANA MARIA;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
31004278;ESCOLA SANTO TOMAS DE AQUINO;3106200;43,0;110;Outras posições;False;642,9140350877193;38,0;5,0;136,0;0,79;Poliedro;657,6872222222223;36,0;650,1009909909911;-14,77318713450302;Belo Horizonte;MG;0,9738;Belo Horizonte;-19,95436551;-43,95151075;30350340;SAO BENTO;nao_aplicavel;11000,0;Alta (≥ R$ 5.000);próprio (ESTA, material institucional);provavel_proprio;False
22138544;INSTITUTO SANTO AGOSTINHO;2211001;19,0;52;Outras posições;False;638,7951724137931;29,0;5,0;114,0;0,79;Poliedro;613,5061111111112;36,0;624,7889230769231;25,289061302681944;Teresina;PI;0,7817;Teresina;-5,106972;-42,75941;64078271;ITARARE;nao_aplicavel;1212,0;Baixa (< R$ 1.800);não identificado;nao_identificado;False
33195340;PB COLEGIO E CURSO;3304557;60,0;344;Outras posições;False;710,3366666666666;12,0;0,0;47,0;0,79;Poliedro;698,422;20,0;702,89;11,914666666666562;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;;;20540092;TIJUCA;bairro;5500,0;Alta (≥ R$ 5.000);próprio (PB Colégio e Curso, material institucional);provavel_proprio;False
33064024;EDEM;3304557;61,0;344;Outras posições;False;643,946;20,0;5,0;76,0;0,789;Poliedro;658,3901587301586;21,0;651,3442276422763;-14,44415873015862;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;-22,93066267;-43,18015214;22221070;LARANJEIRAS;bairro;8000,0;Alta (≥ R$ 5.000);próprio (currículo institucional progressista);provavel_proprio;False
31005916;COLEGIO DO INSTITUTO PADRE MACHADO;3106200;44,0;110;Outras posições;False;638,678;20,0;5,0;55,0;0,789;Poliedro;632,9483333333334;12,0;636,5293750000001;5,729666666666617;Belo Horizonte;MG;0,9738;Belo Horizonte;-19,94026;-43,93819;30110039;SÃO PEDRO;nao_aplicavel;8000,0;Alta (≥ R$ 5.000);próprio (material institucional confessional);provavel_proprio;False
33064628;COLEGIO TTH BAR-ILAN;3304557;62,0;344;Outras posições;False;668,5020000000001;10,0;3,0;38,0;0,789;Poliedro;;;668,5020000000001;;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;;;22061000;COPACABANA;bairro;6000,0;Alta (≥ R$ 5.000);não identificado;nao_identificado;False
21010064;UPAON EDUCACIONAL LTDA;2111300;7,0;47;Outras posições;False;634,2894444444444;72,0;5,0;283,0;0,789;Poliedro;630,6559501557632;107,0;632,1174674115456;3,633494288681163;São Luís;MA;0,7058;São Luís;-2,50863529;-44,26124203;65070630;QUITANDINHA;nao_aplicavel;1300,0;Baixa (< R$ 1.800);próprio (Método Montessori);provavel_proprio;False
35123419;COOPERATIVA DE ENSINO DE BIRIGUI;3506508;1,0;6;Líder local;False;672,5045454545455;22,0;2,0;91,0;0,789;Poliedro;668,6172413793104;29,0;670,2941176470588;3,887304075235079;Birigui;SP;0,5389;Birigui;-21,273016;-50,3339378;16201092;CHACARAS CAICARA;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);próprio (COEB - Cooperativa de Ensino de Birigui);provavel_proprio;False
13102192;LATO SENSU IV;1302603;7,0;49;Outras posições;False;668,9038461538462;26,0;2,0;96,0;0,789;Poliedro;681,1686956521738;23,0;674,6608163265306;-12,264849498327637;Manaus;AM;0,5729;Manaus;;;69090080;CIDADE NOVA;nao_aplicavel;1500,0;Baixa (< R$ 1.800);próprio (Grupo Salta Educação);provavel_proprio;False
31074250;COLEGIO NOSSA SENHORA DO CARMO;3136702;9,0;21;Outras posições;False;638,4457142857142;35,0;5,0;130,0;0,789;Poliedro;627,8208510638299;47,0;632,3558536585366;10,624863221884311;Juiz de Fora;MG;0,8573;Juiz de Fora;-21,75652072;-43,35445253;36015310;SANTA HELENA;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
35105041;MARIA IMACULADA COLEGIO EEIFM;3550308;38,0;516;Outras posições;False;654,7724999999999;24,0;4,0;76,0;0,788;Poliedro;668,2384615384616;13,0;659,5037837837838;-13,46596153846167;São Paulo;SP;0,8116;Vila Mariana;-23,5715153;-46,6430471;4004050;PARAISO;distrito;9600,0;Alta (≥ R$ 5.000);SAS Educação e FTD Sistema de Ensino;confirmado;False
35139646;COLEGIO RIO BRANCO - UNIDADE GRANJA VIANNA;3513009;1,0;17;Líder local;False;639,6533333333333;70,0;5,0;238,0;0,788;Poliedro;659,5174193548387;62,0;648,9834343434343;-19,864086021505383;Cotia;SP;0,7085;Cotia;-23,59555;-46,83858;6709015;GRANJA VIANNA;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);não identificado;provavel_proprio;False
33195463;COLEGIO SANT ANNA SEGMENTOS FINAIS LTDA;3300209;1,0;10;Líder local;False;643,8442424242425;33,0;5,0;106,0;0,788;Poliedro;642,2569565217391;46,0;642,92;1,5872859025033677;Araruama;RJ;0,4822;Araruama;;;28979350;XV DE NOVEMBRO;nao_aplicavel;1500,0;Baixa (< R$ 1.800);Sistema Farias Brito de Ensino;confirmado;False
35561320;ALPHA LUMEN INSTITUTO;3549904;7,0;27;Outras posições;False;717,3279069767442;43,0;0,0;157,0;0,788;Poliedro;694,8169230769231;39,0;706,6214634146343;22,5109838998211;São José dos Campos;SP;0,9207;São José dos Campos;-23,1995;-45,90671;12242800;JARDIM ESPLANADA II;nao_aplicavel;2700,0;Média (R$ 1.800-2.999);próprio (Instituto Alpha Lumen, educação integral própria);provavel_proprio;False
31377953;COLEGIO INTEGRADO UBERABA;3170107;5,0;13;Desafiante (2º-5º local);False;638,1526923076924;52,0;5,0;271,0;0,788;Poliedro;641,9485106382979;47,0;639,9547474747475;-3,795818330605471;Uberaba;MG;0,7922;Uberaba;;;38020433;SANTA MARIA;nao_aplicavel;2900,0;Média (R$ 1.800-2.999);Objetivo;confirmado;False
33021724;COL NS DAS DORES;3303401;4,0;15;Desafiante (2º-5º local);False;647,6758823529411;34,0;4,0;138,0;0,788;Poliedro;656,4337037037037;54,0;653,05;-8,757821350762583;Nova Friburgo;RJ;0,7816;Nova Friburgo;-22,27984;-42,53038;28610190;CENTRO;nao_aplicavel;3600,0;Média-Alta (R$ 3.000-4.999);SAS (Arco Educação);confirmado;False
35158483;STOCKLER COLEGIO;3550308;39,0;516;Outras posições;False;684,8342105263158;38,0;2,0;111,0;0,787;Poliedro;686,3304545454546;44,0;685,6370731707318;-1,4962440191387714;São Paulo;SP;0,8116;Moema;-23,6235203;-46,6814009;4602002;BROOKLIN PAULISTA;distrito;10001,0;Alta (≥ R$ 5.000);próprio (proposta pedagógica autoral, sem sistema apostilado);provavel_proprio;False
29093619;COLEGIO NOBRE DE FEIRA DE SANTANA;2910800;6,0;21;Outras posições;False;639,3804615384615;130,0;5,0;432,0;0,787;Poliedro;657,7079591836734;98,0;647,2580701754385;-18,327497645211903;Feira de Santana;BA;0,6655;Feira de Santana;-12,24988;-38,95472;44051754;SÃO JOÃO;nao_aplicavel;1212,0;Baixa (< R$ 1.800);Sistema de Ensino SAS Adapt;confirmado;False
31170534;COLEGIO PIRLIMPIMPIM SAO PASCHOALL;3170206;8,0;21;Outras posições;False;654,4735714285715;28,0;4,0;152,0;0,787;Poliedro;645,8858064516129;31,0;649,9613559322034;8,587764976958624;Uberlândia;MG;0,8643;Uberlândia;-18,9337742;-48,2844578;38400714;BRASIL;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
41131690;COLEGIO NOSSA SENHORA MEDIANEIRA;4106902;10,0;69;Outras posições;False;639,2889230769231;130,0;5,0;440,0;0,787;Poliedro;658,3876363636364;165,0;649,9712542372882;-19,09871328671329;Curitiba;PR;0,8491;Curitiba;-25,4535383;-49,24733195;81690100;PRADO VELHO;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);próprio (Rede Jesuíta de Educação);provavel_proprio;False
52033830;COLEGIO SANTA CLARA;5208707;16,0;68;Outras posições;False;643,3780952380953;21,0;5,0;46,0;0,787;Poliedro;;;643,3780952380953;;Goiânia;GO;0,9482;Goiânia;-16,6663477;-49,2932394;74515030;SETOR CAMPINAS;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
43100031;COLEGIO SAO JOSE;4314407;4,0;10;Desafiante (2º-5º local);False;643,3354054054054;74,0;5,0;243,0;0,786;Poliedro;639,5518;100,0;641,1609195402299;3,78360540540541;Pelotas;RS;0,7278;Pelotas;-31,775265;-52,3420884;96010000;CENTRO;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);livro didático avulso (múltiplas editoras);confirmado;False
33196214;PB COLEGIO E CURSO;3303302;9,0;42;Outras posições;False;714,3877419354839;93,0;0,0;227,0;0,786;Poliedro;703,8265671641791;67,0;709,96525;10,561174771304763;Niterói;RJ;0,9692;Niterói;;;24230065;ICARAÍ;nao_aplicavel;8200,0;Alta (≥ R$ 5.000);próprio (metodologia PB, foco em vestibular);provavel_proprio;False
35119982;JARDIM SAO PAULO UNIDADE TREMEMBE COLEGIO;3550308;40,0;516;Outras posições;False;667,1579874213837;53,0;3,0;199,0;0,786;Poliedro;660,0738562091502;51,0;663,6840384615384;7,084131212233501;São Paulo;SP;0,8116;Tremembé;-23,462425;-46,6155828;2340002;TUCURUVI;distrito;2000,0;Média (R$ 1.800-2.999);não identificado;nao_identificado;False
35151506;MIRANDA COLEGIO DE EIFM;3550308;41,0;516;Outras posições;False;653,846875;32,0;4,0;110,0;0,786;Poliedro;640,8554285714285;35,0;647,0602985074626;12,991446428571408;São Paulo;SP;0,8116;Pirituba;-23,4993875;-46,7406674;5159500;VILA MARIA EUGENIA;distrito;2800,0;Média (R$ 1.800-2.999);SAS (Arco Educação);confirmado;False
42133114;COLEGIO DA LAGOA;4205407;2,0;30;Desafiante (2º-5º local);False;643,13;16,0;5,0;61,0;0,785;Poliedro;666,96375;16,0;655,046875;-23,83375000000001;Florianópolis;SC;0,9306;Lagoa da Conceição;-27,6039672;-48,4754264;88062210;LAGOA DA CONCEICAO;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);Anglo (Cogna/SOMOS);confirmado;False
33042462;CENTRO EDUC SERRA DOS ORGAOS;3305802;2,0;10;Desafiante (2º-5º local);False;638,8955555555556;18,0;5,0;91,0;0,785;Poliedro;636,9583333333334;24,0;637,7885714285715;1,9372222222222035;Teresópolis;RJ;0,792;Teresópolis;-22,4332691;-42,9796516;25964003;ALTO;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);livro didático avulso (múltiplas editoras);confirmado;False
42159547;CURSO E COLEGIO INTEGRAL;4208203;2,0;10;Desafiante (2º-5º local);False;653,6106280193236;69,0;4,0;228,0;0,785;Poliedro;679,7492592592592;54,0;665,0861246612466;-26,13863123993565;Itajaí;SC;0,7459;Itajaí;;;88301451;FAZENDA;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);Poliedro;confirmado;True
33180539;COLEGIO PH;3304557;63,0;344;Outras posições;False;657,1327659574467;94,0;3,0;230,0;0,785;Poliedro;668,5036714975846;69,0;661,9462167689162;-11,37090554013787;Rio de Janeiro;RJ;0,8408;Rio de Janeiro;;;22745005;FREGUESIA (JACAREPAGUÁ);bairro;5000,0;Alta (≥ R$ 5.000);pH (Cogna/SOMOS);confirmado;False
25133012;COLEGIO VILA LTDA;2507507;9,0;55;Outras posições;False;643,084347826087;69,0;5,0;250,0;0,785;Poliedro;629,1554285714285;35,0;638,3967307692308;13,928919254658467;João Pessoa;PB;0,8675;João Pessoa;;;58052250;JARDIM CIDADE UNIVERSITÁRIA;nao_aplicavel;3500,0;Média-Alta (R$ 3.000-4.999);não identificado;nao_identificado;False
33032882;COL NS DO ROSARIO;3306305;4,0;12;Desafiante (2º-5º local);False;633,3539047619047;35,0;5,0;161,0;0,785;Poliedro;643,5578260869565;46,0;639,1487242798353;-10,203921325051851;Volta Redonda;RJ;0,7431;Volta Redonda;-22,52713507;-44,10294274;27261140;SESSENTA;nao_aplicavel;3200,0;Média-Alta (R$ 3.000-4.999);Objetivo;confirmado;False
33439796;ANGLO AMERICANO ESCOLAS INTEGRADAS LTDA;3304201;2,0;8;Desafiante (2º-5º local);False;637,5083333333333;12,0;5,0;53,0;0,785;Poliedro;640,8100000000001;10,0;639,0090909090909;-3,3016666666667334;Resende;RJ;0,701;Resende;-22,46595;-44,45292;27510030;JARDIM JALISCO;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);Anglo (Cogna/SOMOS);confirmado;False
31353990;SISTEMA EDUCACIONAL BATISTA CASTRO;3136702;10,0;21;Outras posições;False;642,9823529411765;17,0;5,0;49,0;0,785;Poliedro;639,0228571428571;14,0;641,1941935483871;3,959495798319381;Juiz de Fora;MG;0,8573;Juiz de Fora;-21,7726393;-43,3482463;36025040;PASSOS;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);não identificado;provavel_proprio;False
31004979;COLEGIO ESCOLAPIO SAO MIGUEL;3106200;45,0;110;Outras posições;False;647,1920754716981;53,0;4,0;145,0;0,785;Poliedro;652,048;35,0;649,1234090909091;-4,855924528301898;Belo Horizonte;MG;0,9738;Belo Horizonte;-19,89596;-43,93113;31140270;NOVA FLORESTA;nao_aplicavel;4000,0;Média-Alta (R$ 3.000-4.999);próprio (Sistema Escolápio de Educação);provavel_proprio;False
41358899;ST JAMES C - EI EF M;4113700;3,0;24;Desafiante (2º-5º local);False;637,5017283950617;27,0;5,0;197,0;0,785;Poliedro;622,106;30,0;629,3987134502925;15,395728395061724;Londrina;PR;0,8372;Londrina;-23,34811965;-51,20792978;86058100;ESPERANÇA;nao_aplicavel;12000,0;Alta (≥ R$ 5.000);não identificado;provavel_proprio;False
33155860;COLEGIO ESPACO LIVRE;3303401;5,0;15;Desafiante (2º-5º local);False;657,0432000000001;25,0;3,0;111,0;0,785;Poliedro;639,566274509804;17,0;649,9692063492064;17,476925490196095;Nova Friburgo;RJ;0,7816;Nova Friburgo;-22,28312;-42,5349;28625010;CENTRO;nao_aplicavel;3600,0;Média-Alta (R$ 3.000-4.999);pH (Cogna/SOMOS);confirmado;False
42163021;DUAL INTERNATIONAL SCHOOL;4205407;3,0;30;Desafiante (2º-5º local);False;657,0109090909091;11,0;3,0;53,0;0,784;Poliedro;657,4581818181819;11,0;657,2345454545455;-0,4472727272727752;Florianópolis;SC;0,9306;Florianópolis;;;88034600;ITACORUBI;nao_aplicavel;6000,0;Alta (≥ R$ 5.000);IB (International Baccalaureate);confirmado;False
35111363;COTET COLEGIO TECNICO DE TAUBATE;3554102;2,0;15;Desafiante (2º-5º local);False;647,7792;25,0;5,0;98,0;0,784;Poliedro;648,5269230769231;26,0;648,1603921568627;-0,7477230769231937;Taubaté;SP;0,7911;Taubaté;-23,0115071;-45,5520512;12060400;AREAO;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);Bernoulli;confirmado;False
26122359;COLEGIO AUXILIADORA;2611606;16,0;76;Outras posições;False;638,5608695652173;23,0;5,0;65,0;0,784;Poliedro;622,068;20,0;630,8897674418604;16,492869565217347;Recife;PE;0,9162;Recife;-8,052976667;-34,898785;52010300;DERBY;nao_aplicavel;7000,0;Alta (≥ R$ 5.000);não identificado;provavel_proprio;False
31014087;COLEGIO SANTA MARIA MINAS UNIDADE CONTAGEM;3118601;2,0;17;Desafiante (2º-5º local);False;646,9952272727273;88,0;4,0;349,0;0,784;Poliedro;655,4004210526316;95,0;651,3585792349727;-8,405193779904266;Contagem;MG;0,6616;Parque Industrial;-19,94256492;-44,07594414;32285040;MONTE CASTELO;nao_aplicavel;2001,0;Média (R$ 1.800-2.999);SAS (Arco Educação);confirmado;False
43043674;COLEGIO LA SALLE - CARMO;4305108;2,0;12;Desafiante (2º-5º local);False;638,4648648648649;37,0;5,0;323,0;0,784;Poliedro;653,8336507936507;63,0;648,1472;-15,368785928785767;Caxias do Sul;RS;0,7797;Caxias do Sul;-29,16981;-51,17549;95020472;CENTRO;nao_aplicavel;3500,0;Média-Alta (R$ 3.000-4.999);Positivo (Arco Educação);confirmado;False
29433380;EPG - ESTABELECIMENTO PARTICULAR DE ENSINO LTDA;2933307;3,0;14;Desafiante (2º-5º local);False;647,905;20,0;4,0;99,0;0,783;Poliedro;613,5329032258064;31,0;627,0121568627451;34,37209677419355;Vitória da Conquista;BA;0,5552;Vitória da Conquista;-14,8561;-40,8418;45055900;FELÍCIA;nao_aplicavel;2000,0;Média (R$ 1.800-2.999);Mackenzie;confirmado;False
42011612;COLEGIO MARISTA CRICIUMA EI EF EM;4204608;3,0;11;Desafiante (2º-5º local);False;642,5587719298246;76,0;5,0;288,0;0,783;Poliedro;654,4818279569893;62,0;647,9155072463769;-11,923056027164648;Criciúma;SC;0,6209;Criciúma;-28,6747216;-49,36215;88811503;PIO CORREA;nao_aplicavel;5000,0;Alta (≥ R$ 5.000);Marista (FTD, rede fechada);confirmado;False
35141586;UIRAPURU COLEGIO;3552205;1,0;27;Líder local;False;666,151875;96,0;3,0;407,0;0,783;Poliedro;664,2725;96,0;665,2121875;1,8793749999999816;Sorocaba;SP;0,7667;Sorocaba;-23,5158658;-47,4616452;18031005;JARDIM EMILIA;nao_aplicavel;2500,0;Média (R$ 1.800-2.999);próprio (currículo bilíngue Uirapuru School/USchool);provavel_proprio;False
