codigo_escola;NO_ENTIDADE;codigo_municipio;segmento_comercial;rede_propria_poliedro;score_destaque;sistema_ensino_identificado;confianca;fonte_resumo
21010331;COLEGIO DOM BOSCO LTDA;2111300;Líder local;False;0,905;Sistema SAS (Grupo Arco Educação);confirmado;Colégio Dom Bosco (São Luís, MA) — usa a plataforma SAS (inclusive o Eureka, gamificação SAS pros Anos Finais)
28032322;CENTRO DE EXCELENCIA MASTER;2800308;Líder local;False;0,9047;Sistema SAS (Grupo Arco Educação);confirmado;Centro de Excelência Master (Aracaju) — usa Sistema Ari de Sá (SAS), com 'Meta SAS' e avaliações sistemáticas próprias do sistema citadas pelo colégio
25073214;COLEGIO NOSSA SENHORA DE LOURDES;2504009;Líder local;False;0,9017;Sistema SAS (Grupo Arco Educação);confirmado;Colégio Nossa Senhora de Lourdes (Campina Grande) — usa o sistema SAS de ensino
43216471;UNIDADE DE ENSINO COLEGIO SINODAL PRADO GRAVATAI;4309209;Líder local;False;0,9003;não identificado;nao_identificado;"Unidade de Ensino Colégio Sinodal Prado Gravataí — mesma mantenedora (ISAEC/IECLB) da unidade São Leopoldo (que confirma Bernoulli no EM), mas não achei confirmação direta pra esta unidade especificamente; não presumi"
35135288;COLEGIO ANGLO LEONARDO DA VINCI;3534401;Líder local;False;0,8835;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Anglo Leonardo Da Vinci — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
31293687;COLEGIO MARISTA - VARGINHA;3170701;Líder local;False;0,8661;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista - Varginha — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
35121307;COLEGIO ANGLO CIDADE DE SAO CARLOS - UNIDADE I;3548906;Líder local;False;0,8637;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Anglo Cidade De Sao Carlos - Unidade I — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35144502;ANGLO CEZANNE COLEGIO;3501608;Líder local;False;0,8563;Sistema Anglo (Grupo Cogna);confirmado;"Anglo Cezanne Colegio — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
41071859;COLEGIO MARISTA DE CASCAVEL EI EF EM;4104808;Líder local;False;0,8562;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista De Cascavel Ei Ef Em — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
35813000;COLEGIO RENOVACAO ANGLO INDAIATUBA;3520509;Líder local;False;0,8346;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Renovacao Anglo Indaiatuba — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
42164702;COC ITAJAI;4208203;Líder local;False;0,8184;Sistema COC;confirmado;"Coc Itajai — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35140995;OBJETIVO JUNIOR COLEGIO;3554102;Líder local;False;0,8;Sistema Objetivo (Grupo Objetivo/UNIP, independente);confirmado;"Objetivo Junior Colegio — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35195005;COLEGIO ANGLO LEONARDO DA VINCI;3505708;Líder local;False;0,764;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Anglo Leonardo Da Vinci — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35301279;COLEGIO ANGLO LEONARDO DA VINCI;3510609;Líder local;False;0,7597;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Anglo Leonardo Da Vinci — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
50032950;ANGLO TRES LAGOAS;5008305;Líder local;False;0,7477;Sistema Anglo (Grupo Cogna);confirmado;"Anglo Tres Lagoas — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
52107990;COLEGIO OBJETIVO VALPARAISO;5221858;Líder local;False;0,7475;Sistema Objetivo (Grupo Objetivo/UNIP, independente);confirmado;"Colegio Objetivo Valparaiso — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
42153824;COC BALNEARIO CAMBORIU COLEGIO CARVALHO;4202008;Líder local;False;0,7187;Sistema COC;confirmado;"Coc Balneario Camboriu Colegio Carvalho — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
15177017;COLEGIO EQUIPE ANANINDEUA;1500800;Líder local;False;0,7153;Sistema Equipe (Grupo Equipe, independente/regional Norte-Nordeste);confirmado;"Colegio Equipe Ananindeua — mesma rede/marca propria Equipe ja confirmada em Recife e Belem (2 unidades concordando); registrado por padrao de rede"
35158616;ANGLO SISTEMA DE ENSINO;3554003;Líder local;False;0,712;Sistema Anglo (Grupo Cogna);confirmado;"Anglo Sistema De Ensino — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33065403;COLEGIO SANTO AGOSTINHO;3304557;Outras posições;False;0,9398;não identificado;provavel_proprio;Colégio Santo Agostinho (Leblon) — confessional agostiniano, tradicional, sem menção pública a sistema de terceiros
33135371;COLEGIO CRUZEIRO - JACAREPAGUA;3304557;Outras posições;False;0,9349;não identificado;provavel_proprio;Colégio Cruzeiro (Jacarepaguá) — escola alemã (Deutsche Schule), pedagogia própria, sem menção a sistema de terceiros
33160830;COLEGIO MARISTA SAO JOSE BARRA;3304557;Outras posições;False;0,9249;não identificado;provavel_proprio;Marista São José Barra — rede confessional marista, material institucional próprio da rede
33063419;COL FRANCO BRASILEIRO;3304557;Outras posições;False;0,9212;não identificado;provavel_proprio;Colégio Franco Brasileiro — modelo bilíngue franco-brasileiro, currículo próprio + parceria Ontario Virtual School
33077029;COL BAHIENSE LTDA;3304557;Outras posições;False;0,9187;Sistema SAS (Grupo Arco Educação);confirmado;"Colégio Bahiense (Barra da Tijuca) — material ""SAS Bahiense"", confirma uso do Sistema SAS"
33176825;COLEGIO SANTO AGOSTINHO - UNIDADE INSTITUTO CULTURAL SANTO AGOSTINHO;3304557;Outras posições;False;0,9186;não identificado;nao_identificado;"Colégio Santo Agostinho - Unidade Instituto Cultural Santo Agostinho (Barra da Tijuca, RJ) — ATENÇÃO/achado: o site da própria unidade cita que a escola 'adota sistemas de ensino renomados nacionalmente' mediante custo adicional de R$3.000/ano, mas não nomeia qual; isso é evidência de que a rede Santo Agostinho do RJ (mesma do Leblon, 33065403) PODE usar sistema de terceiros, contrariando a inferência 'provavel_proprio' que fiz pro Leblon — vale reabrir esse registro"
33075425;COL PENTAGONO;3304557;Outras posições;False;0,9171;não identificado;nao_identificado;"Colégio Pentágono — menciona ""sistema"" conectando 210 mil alunos no Brasil, mas não nomeia a marca; precisa verificar melhor"
33066698;COLEGIO MARISTA SAO JOSE;3304557;Outras posições;False;0,9096;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista Sao Jose — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
23235543;ARI DE SA CAVALCANTE - MAJOR FACUNDO;2304400;Outras posições;False;0,9074;Sistema SAS (Grupo Arco Educação);confirmado;"Ari De Sa Cavalcante - Major Facundo — mesma rede Ari de Sa Cavalcante ja confirmada em 2 outras unidades (SAS); registrado por padrao de rede"
23069864;ARI DE SA CAVALCANTE - DUQUE DE CAXIAS;2304400;Outras posições;False;0,904;Sistema SAS (Grupo Arco Educação);confirmado;"Ari De Sa Cavalcante - Duque De Caxias — mesma rede Ari de Sa Cavalcante ja confirmada em 2 outras unidades (SAS); registrado por padrao de rede"
33188092;COLEGIO ALFA CEM BILINGUE;3304557;Outras posições;False;0,8946;não identificado;provavel_proprio;Colégio Alfa Cem Bilíngue — método fonético e material próprios, parceria Cambridge pro inglês
35105314;COLEGIO FRANCISCANO PIOXII;3550308;Outras posições;False;0,8942;não identificado;provavel_proprio;Colégio Franciscano Pio XII — confessional franciscano, bilíngue Cambridge, sem menção a sistema de terceiros
33064040;ESCOLA ISRAELITA BRASILEIRA ELIEZER STEINBARG MAX NORDAU;3304557;Outras posições;False;0,8932;não identificado;provavel_proprio;Escola Israelita Brasileira Eliezer Steinbarg Max Nordau — escola comunitária judaica, identidade própria
31004880;COLEGIO MARISTA PADRE EUSTAQUIO;3106200;Outras posições;False;0,8899;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista Padre Eustaquio — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
33184739;COLEGIO ALFA CEM BILINGUE;3304557;Outras posições;False;0,882;não identificado;provavel_proprio;Colégio Alfa Cem Bilíngue (2ª unidade) — mesma rede, método próprio
35107190;NOSSA SENHORA DO ROSARIO COLEGIO;3550308;Outras posições;False;0,8814;Sistema Anglo (Grupo Cogna);confirmado;"Colégio Nossa Senhora do Rosário (SP) — usa Sistema Anglo de Ensino no Ensino Médio; Cogna lista o Anglo como marca própria no site institucional (kroton.com.br/nossas-marcas)"
33065837;ESCOLA PARQUE;3304557;Outras posições;False;0,8813;não identificado;provavel_proprio;Escola Parque (Gávea) — pedagogia construtivista/por projetos, tradição própria de 55 anos
29422248;COLEGIO ANGLO BRASILEIRO;2927408;Outras posições;False;0,8728;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Anglo Brasileiro — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35134806;ETAPA COLEGIO DE EFM;3550308;Outras posições;False;0,8724;Sistema Etapa (produzido pelo próprio Colégio Etapa, comercializado a escolas conveniadas);confirmado;"Etapa Colegio De Efm — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
52033708;COLEGIO MARISTA GOIANIA EI EF EM;5208707;Outras posições;False;0,8644;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista Goiania Ei Ef Em — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
53009428;COL COC LAGO NORTE;5300108;Outras posições;False;0,8629;Sistema COC;confirmado;"Col Coc Lago Norte — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33183830;ESCOLA ELEVA;3304557;Outras posições;False;0,8574;Sistema Eleva (Grupo Eleva Educação);confirmado;"Escola Eleva — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
26122162;COLEGIO MARISTA SAO LUIS;2611606;Outras posições;False;0,8573;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista Sao Luis — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
35107177;ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA;3550308;Outras posições;False;0,8499;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colégio Marista Arquidiocesano (São Paulo) — verifiquei individualmente por causa do nome atípico ('Arquidiocesano'); confirmado via colegiosmaristas.com.br que é rede Marista de fato (167 anos, Maristas desde 1908), usa SME/FTD"
33184720;COLEGIO ALFA CEM BILINGUE;3304557;Outras posições;False;0,8371;não identificado;provavel_proprio;"Colegio Alfa Cem Bilingue — mesma rede Alfa Cem Bilingue ja confirmada em 2 outras unidades (metodo/material proprios); registrado por padrao de rede"
33196249;ESCOLA ELEVA - URCA;3304557;Outras posições;False;0,8362;Sistema Eleva (Grupo Eleva Educação);confirmado;"Escola Eleva - Urca — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35134132;COLEGIO POLIEDRO DE EDUCACAO;3550308;Outras posições;True;0,8315;Sistema Poliedro;confirmado;Colégio Poliedro de Educação (São Paulo, Barra Funda) — unidade própria/franquia Poliedro, nome no Censo
15038424;COLEGIO MARISTA NOSSA SENHORA DE NAZARE;1501402;Outras posições;False;0,8296;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista Nossa Senhora De Nazare — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
33178879;COLEGIO ALFA CEM BILINGUE;3304557;Outras posições;False;0,8263;não identificado;provavel_proprio;"Colegio Alfa Cem Bilingue — mesma rede Alfa Cem Bilingue ja confirmada em 2 outras unidades (metodo/material proprios); registrado por padrao de rede"
35103433;OBJETIVO CENTRO INTERESCOLAR UNIDADE PAULISTA;3550308;Outras posições;False;0,8237;Sistema Objetivo (Grupo Objetivo/UNIP, independente);confirmado;"Objetivo Centro Interescolar Unidade Paulista — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
31350664;COLEGIO BERNOULLI;3106200;Outras posições;False;0,8227;Sistema Bernoulli (Grupo Bernoulli Educação, independente);confirmado;"Colegio Bernoulli — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35007592;COLEGIO ETAPA VILA MASCOTE;3550308;Outras posições;False;0,8214;Sistema Etapa (produzido pelo próprio Colégio Etapa, comercializado a escolas conveniadas);confirmado;"Colegio Etapa Vila Mascote — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
53011074;COL MARISTA JOAO PAULO II;5300108;Outras posições;False;0,8166;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Col Marista Joao Paulo Ii — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
33165998;COLEGIO PH;3303302;Outras posições;False;0,8143;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35004801;COLEGIO ANGLO SAO PAULO;3550308;Outras posições;False;0,8017;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Anglo Sao Paulo — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35563006;ETAPA III COLEGIO;3550308;Outras posições;False;0,795;Sistema Etapa (produzido pelo próprio Colégio Etapa, comercializado a escolas conveniadas);confirmado;"Etapa Iii Colegio — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33177627;COLEGIO PH;3304557;Outras posições;False;0,7923;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
31324663;SIC - ESCOLA PROFISSIONALIZANTE SANTO AGOSTINHO;3106200;Outras posições;False;0,7907;não identificado;nao_identificado;"SIC - Escola Profissionalizante Santo Agostinho (BH) — ATENÇÃO: perfil atípico pra Golden Lead, é escola técnica/profissionalizante de bolsa integral (Informática, Eletromecânica), mantida por obra social agostiniana (Sociedade Inteligência e Coração); não é o perfil comercial típico de cliente de sistema de ensino licenciado"
22138544;INSTITUTO SANTO AGOSTINHO;2211001;Outras posições;False;0,7898;não identificado;nao_identificado;Instituto Santo Agostinho (Teresina, PI — não Ceará como eu tinha registrado o código, corrigido aqui) — escola de bolsa integral, material didático incluído no benefício, sem sistema de terceiros nomeado
33180539;COLEGIO PH;3304557;Outras posições;False;0,7851;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35004269;COLEGIO POLIEDRO;3509502;Outras posições;True;0,7831;Sistema Poliedro;confirmado;Colégio Poliedro (Campinas, Taquaral) — unidade própria/franquia Poliedro, nome no Censo
33180385;COLEGIO PH;3303302;Outras posições;False;0,7785;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33105405;COLEGIO PH;3304557;Outras posições;False;0,7757;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33110328;COLEGIO PH;3304557;Outras posições;False;0,7757;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
53001346;COLEGIO MARISTA DE BRASILIA ENSINO FUNDAMENTAL E ENSINO MEDIO;5300108;Outras posições;False;0,7719;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista De Brasilia Ensino Fundamental E Ensino Medio — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
35133450;OBJETIVO COLEGIO I UNIDADE PINHEIROS;3550308;Outras posições;False;0,7691;Sistema Objetivo (Grupo Objetivo/UNIP, independente);confirmado;"Objetivo Colegio I Unidade Pinheiros — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33101876;COC - ILHA DO GOVERNADOR - UNIDADE CAMBAUBA;3304557;Outras posições;False;0,7671;Sistema COC;confirmado;"Coc - Ilha Do Governador - Unidade Cambauba — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35009757;COLEGIO POLIEDRO UNIDADE CENTRO;3509502;Outras posições;True;0,767;Sistema Poliedro;confirmado;Colégio Poliedro Unidade Centro (Campinas) — unidade própria/franquia Poliedro, nome no Censo
33249202;COLEGIO PH;3304557;Outras posições;False;0,7646;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35108923;ABACO COLEGIO;3548708;Outras posições;False;0,7563;Sistema Poliedro;confirmado;Colégio Ábaco (São Bernardo do Campo) — site oficial do Poliedro lista como Escola Associada ('Outros Estados: Colégio Ábaco...')
41132130;COLEGIO MARISTA PARANAENSE EI EF EM;4106902;Outras posições;False;0,7563;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista Paranaense Ei Ef Em — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
41152484;COLEGIO POSITIVO INTERNATIONAL SCHOOL - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;4106902;Outras posições;False;0,7556;Sistema Positivo;confirmado;"Colegio Positivo International School - Educacao Infantil Ensino Fundamental E Medio — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33087628;ANGLO AMERICANO ESCOLAS INTEGRADAS LTD;3304557;Outras posições;False;0,7541;Sistema Anglo (Grupo Cogna);confirmado;"Anglo Americano Escolas Integradas Ltd — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
33155852;COLEGIO PH;3304557;Outras posições;False;0,7531;Sistema pH;confirmado;"Colegio Ph — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
15229408;COLEGIO EQUIPE GENTIL;1501402;Outras posições;False;0,7505;Sistema Equipe (Grupo Equipe, independente/regional Norte-Nordeste);confirmado;"Colegio Equipe Gentil — mesma rede/marca propria Equipe ja confirmada em Recife e Belem (2 unidades concordando); registrado por padrao de rede"
41032004;MARISTA DE LONDRINA C - EI EF M;4113700;Outras posições;False;0,7482;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Marista De Londrina C - Ei Ef M — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
31324515;COLEGIO EQUIPE DE JUIZ DE FORA;3136702;Outras posições;False;0,7467;Sistema Equipe (Grupo Equipe, independente/regional Norte-Nordeste);confirmado;"Colegio Equipe De Juiz De Fora — mesma rede/marca propria Equipe ja confirmada em Recife e Belem (2 unidades concordando); registrado por padrao de rede"
35103445;EQUIPE COLEGIO;3550308;Outras posições;False;0,7307;Sistema Equipe (Grupo Equipe, independente/regional Norte-Nordeste);confirmado;"Equipe Colegio — mesma rede/marca propria Equipe ja confirmada em Recife e Belem (2 unidades concordando); registrado por padrao de rede"
42113083;COC COLEGIO OSVALDO CARVALHO EIRELI EPP;4205407;Outras posições;False;0,7297;Sistema COC;confirmado;"Coc Colegio Osvaldo Carvalho Eireli Epp — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
53003659;COL MARISTA CHAMPAGNAT;5300108;Outras posições;False;0,7278;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Col Marista Champagnat — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
24057193;COLEGIO OBJETIVO DE NATAL;2408102;Outras posições;False;0,7247;Sistema Objetivo (Grupo Objetivo/UNIP, independente);confirmado;"Colegio Objetivo De Natal — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35132214;OBJETIVO CENTRO INTERESCOLAR UNIDADE PAZ;3550308;Outras posições;False;0,7237;Sistema Objetivo (Grupo Objetivo/UNIP, independente);confirmado;"Objetivo Centro Interescolar Unidade Paz — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35456731;OBJETIVO CENTRO INTERESCOLAR UNIDADE IPIRANGA;3550308;Outras posições;False;0,7226;Sistema Objetivo (Grupo Objetivo/UNIP, independente);confirmado;"Objetivo Centro Interescolar Unidade Ipiranga — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
43104959;COLEGIO MARISTA CHAMPAGNAT;4314902;Outras posições;False;0,7139;Sistema Marista (produzido pela Editora FTD, exclusivo da Rede Marista);confirmado;"Colegio Marista Champagnat — Rede Marista nacional, SME/FTD e exclusivo da rede inteira (fato estrutural confirmado, nao por unidade); registrado por padrao de rede"
41129326;COLEGIO POSITIVO BOA VISTA - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;4106902;Outras posições;False;0,7077;Sistema Positivo;confirmado;"Colegio Positivo Boa Vista - Educacao Infantil Ensino Fundamental E Medio — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
41158750;COLEGIO POSITIVO HAUER - ENSINO MEDIO;4106902;Outras posições;False;0,7036;Sistema Positivo;confirmado;"Colegio Positivo Hauer - Ensino Medio — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
35287600;COLEGIO ANGLO LEONARDO DA VINCI;3550308;Outras posições;False;0,7033;Sistema Anglo (Grupo Cogna);confirmado;"Colegio Anglo Leonardo Da Vinci — marca do sistema aparece literalmente no nome oficial da escola no Censo (mesma lógica do rede_propria_poliedro); registrado sem busca nova"
